__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
2-3b	6.0	12.62	2.103	0.398	1.621	1.974	-2.818	-0.5457	0.5902	2.744	-2.805	-0.4568	0.6833	2.794	-2.552	-0.4158	0.7192	3.006	0	-0.853	-0.3675	0.0602	2.776	-1.161	-0.2608	0.1445	2.835	-0.5294	-0.2052	0.1602	3.022	19.75	10.36	6.282	15.21	7.887	4.739	4.798	1.703	-1.703	0.1482	0.2067	105.4	38.39	0	8.619	0	12.95	0	87.91	98.04	0	0	13.57	0.1369	0.927	0.547	0.03755	0.07303	0.453	0.03548	338.3	199.7	13.7	26.65	165.3	12.95	3.747	-3.747	0.1451	0.2162	0.7588	0.3518	0.03755	0.2412	0.6482	0.2037	276.9	128.4	13.7	88.04	236.6	74.34	10.28	23.86	3.124	22.42	9.557	0	233.8	60.58	33.33	4.294	18.01	8.383	0	55.32	37.83	0	0	158.8	56.61	51.77	32.34	0.4243	5.755	3.789	8.933	336.5	68.87	1.299	2	12	0	53	1	25	21	22	0	0	28	2	1	0	60.39	6	0.2222	12	55	1	27	7	0.2593	42	1.273	34.21	17.48	15.2	15.08	13.72	12.22	9.51	9.323	7.566	7.162	5.033	1.22	0.78	0.7476	0.5385	8.538	5.127	5.184	3.213	0	0	6.783	2.965	3.588	1.484	0	0	2.746	1.52	1.475	0.9634	0	0.6603	16	18.46	0	3.223	12.24	0	0	0	0	0.0552	1.984	0	0	0	0	7.682	3.086	0	0.7261	2.539	0	3	1	1	0	4.427	-4.501	10.4	18	1	3	8	0	0.5	1	8	0	3	365	509.6	13.57	0	5.683	309.1	12.95	19.25	1882	34	124
2-3c	6.33	12.62	2.103	0.398	1.621	1.974	-2.818	-0.5629	0.5943	2.744	-2.805	-0.4721	0.6841	2.793	-2.552	-0.4273	0.7236	3.006	0	-0.853	-0.376	0.06575	2.77	-1.161	-0.2608	0.1491	2.83	-0.5294	-0.2107	0.1687	3.017	19.75	10.36	6.585	15.21	7.887	4.967	4.798	1.701	-1.701	0.1482	0.207	105.4	38.39	0	8.619	0	12.95	0	100.2	85.78	0	0	13.57	0.1369	0.927	0.547	0.03755	0.07303	0.453	0.03548	338.3	199.7	13.7	26.65	165.3	12.95	3.747	-3.747	0.1451	0.2162	0.7588	0.3518	0.03755	0.2412	0.6482	0.2037	276.9	128.4	13.7	88.04	236.6	74.34	10.28	23.86	3.124	22.42	9.557	0	233.8	60.58	33.33	4.294	18.01	8.383	0	55.32	37.83	0	0	158.8	56.61	51.77	32.34	0.4243	5.755	3.81	8.931	336.5	68.87	1.299	2	12	0	53	1	25	21	22	0	0	28	2	1	0	60.39	6	0.2222	12	55	1	27	7	0.2593	42	1.261	34.21	17.48	15.2	15.08	13.72	12.2	9.493	9.317	7.56	7.268	5.087	1.303	0.8636	0.7811	0.572	8.411	4.926	5.075	3.086	0	0	6.612	3.101	3.553	1.556	0	0	2.615	1.307	1.364	0.8384	0	0.6603	16	18.47	0	3.28	12.17	0	0	0	0	0.04649	2.014	0	0	0	0	7.682	3.072	0	0.7267	2.539	0	3	1	1	0	4.466	-4.501	10.4	18	1	3	8	0	0.5	1	8	0	3	365	509.6	13.57	0	5.683	309.1	12.95	19.25	1900	33	124
2-3d	6.74	12.62	2.103	0.398	1.621	1.974	-2.818	-0.5719	0.595	2.744	-2.805	-0.5103	0.6841	2.793	-2.552	-0.4293	0.7241	3.006	0	-0.853	-0.3847	0.07257	2.768	-1.161	-0.2639	0.1585	2.828	-0.5294	-0.2161	0.1758	3.014	19.75	10.36	6.585	15.21	7.887	4.967	4.798	1.7	-1.7	0.1482	0.207	105.4	38.39	0	8.619	0	12.95	0	97.95	87.99	0	0	13.57	0.1369	0.927	0.547	0.03755	0.07303	0.453	0.03548	338.3	199.7	13.7	26.65	165.3	12.95	3.747	-3.747	0.1451	0.2162	0.7588	0.3518	0.03755	0.2412	0.6482	0.2037	276.9	128.4	13.7	88.04	236.6	74.34	10.28	23.86	3.124	22.42	9.557	0	233.8	60.58	33.33	4.294	18.01	8.383	0	55.32	37.83	0	0	158.8	56.61	51.77	32.34	0.4243	5.755	3.839	8.928	336.5	68.87	1.299	2	12	0	53	1	25	21	22	0	0	28	2	1	0	60.39	6	0.2222	12	55	1	27	7	0.2593	42	1.251	34.21	17.48	15.2	15.08	13.72	12.2	9.493	9.317	7.56	7.256	5.084	1.303	0.8636	0.7811	0.572	8.495	5.01	5.108	3.119	0	0	6.469	2.906	3.472	1.465	0	0	2.675	1.366	1.384	0.8578	0	0.6603	17	18.45	0	3.327	12.13	0	0	0	0	0.04307	2.034	0	0	0	0	7.683	3.064	0	0.7272	2.538	0	3	1	1	0	4.429	-4.501	10.4	18	1	3	8	0	0.4706	0.8889	9	0	3	365	509.6	13.57	0	5.683	309.1	12.95	19.25	1918	33	124
2-3e	6.06	13.47	2.227	0.398	2.255	2.666	-2.818	-0.5503	0.6275	2.744	-2.805	-0.5164	0.6933	2.794	-2.552	-0.4447	0.753	3.006	1	-0.8529	-0.3668	0.07386	2.782	-1.161	-0.2883	0.1585	2.832	-0.5532	-0.2175	0.1798	3.017	21.7	11.25	6.78	16.35	8.38	5.005	5.076	2.638	-1.638	0.1203	0.2147	102.6	55.35	2.209	8.619	4.028	12.95	17.02	66.95	96.95	0	0	13.57	0.1369	0.8746	0.4669	0.03602	0.1254	0.5331	0.08938	332.7	177.6	13.7	47.71	202.8	34	5.204	-4.204	0.2071	0.1927	0.7015	0.4057	0.06538	0.2985	0.5943	0.2331	266.8	154.3	24.87	113.6	226.1	88.69	10.4	31.41	3.124	72.12	6.371	2.757	233.8	60.58	0	3.785	18.01	15.94	25.6	79.42	34.64	0	0	158.8	56.61	21.2	72.65	0.4006	5.858	3.84	9.162	368.5	79.62	1.502	4	12	1	53	2	27	20	21	0	0	26	3	3	0	60	7	0.2414	12	55	2	29	8	0.2759	41	1.304	32.32	19.06	14.2	15.38	12.72	13.13	8.933	9.429	7.066	6.42	4.494	1.454	0.5443	0.7087	0.3941	9.092	4.41	5.149	2.777	0	0	7.315	2.594	3.592	1.304	0	0	3.19	0.9141	1.403	0.6524	0	0.7176	16	16.75	0	1.495	23.41	-0.2665	0	0	0	-0.3315	0	0	0	0	9.106	6.897	2.863	0	0.5985	2.477	0	6	2	1	0	3.59	-4.074	10.57	18	1	3	9	0	0.5	1	8	0	3	380.4	513.5	30.53	4.028	5.683	284.2	12.95	53.18	2294	38	134
2-3f	6.64	13.47	2.227	0.398	2.255	2.666	-2.818	-0.5653	0.6398	2.744	-2.805	-0.5168	0.6855	2.793	-2.552	-0.4439	0.7495	3.006	1	-0.853	-0.3703	0.07743	2.774	-1.161	-0.2883	0.1585	2.828	-0.553	-0.2175	0.1842	3.013	21.7	11.25	7.078	16.35	8.38	5.225	5.076	2.584	-1.584	0.1184	0.2222	117.1	55.35	0	8.619	4.028	12.95	17.02	66.95	84.7	0	0	13.57	0.1369	0.8746	0.4347	0.03602	0.1254	0.5653	0.08938	332.7	165.4	13.7	47.71	215.1	34	5.204	-4.204	0.2071	0.1927	0.7015	0.4057	0.06538	0.2985	0.5943	0.2331	266.8	154.3	24.87	113.6	226.1	88.69	10.4	31.41	3.124	72.12	6.371	2.757	233.8	60.58	0	3.785	18.01	15.94	25.6	79.42	34.64	0	0	158.8	56.61	21.2	72.65	0.4006	5.858	3.895	9.157	368.5	79.62	1.502	4	12	1	53	2	27	20	21	0	0	26	3	3	0	60	7	0.2414	12	55	2	29	8	0.2759	41	1.274	32.32	19.06	14.2	15.38	12.72	13.11	8.916	9.423	7.06	6.451	4.51	1.515	0.5749	0.7298	0.4053	9.132	4.402	5.124	2.775	0	0	7.003	2.594	3.533	1.304	0	0	3.263	0.9358	1.376	0.6589	0	0.7176	17	16.57	0	1.776	23.11	-0.2361	0	0	0	-0.222	0	0	0	0	8.933	7.047	2.909	0	0.6234	2.486	0	6	2	1	0	3.629	-4.074	10.57	18	1	3	9	0	0.4706	0.8889	9	0	3	380.4	513.5	30.53	4.028	5.683	284.2	12.95	53.18	2348	37	134
2-3g	7.26	13.47	2.227	0.398	2.255	2.666	-2.818	-0.5736	0.6651	2.744	-2.805	-0.5248	0.6849	2.793	-2.552	-0.4434	0.7475	3.006	1	-0.853	-0.3754	0.08569	2.771	-1.161	-0.2883	0.1607	2.825	-0.5529	-0.2175	0.1902	3.011	21.7	11.25	7.078	16.35	8.38	5.225	5.076	2.566	-1.566	0.119	0.2247	117.1	55.35	0	8.619	4.028	12.95	17.02	79.21	72.44	0	0	13.57	0.1369	0.8746	0.4347	0.03602	0.1254	0.5653	0.08938	332.7	165.4	13.7	47.71	215.1	34	5.204	-4.204	0.2071	0.1927	0.7015	0.4057	0.06538	0.2985	0.5943	0.2331	266.8	154.3	24.87	113.6	226.1	88.69	10.4	31.41	3.124	72.12	6.371	2.757	233.8	60.58	0	3.785	18.01	15.94	25.6	79.42	34.64	0	0	158.8	56.61	21.2	72.65	0.4006	5.858	3.947	9.149	368.5	79.62	1.502	4	12	1	53	2	27	20	21	0	0	26	3	3	0	60	7	0.2414	12	55	2	29	8	0.2759	41	1.248	32.32	19.06	14.2	15.38	12.72	13.11	8.916	9.423	7.06	6.44	4.506	1.515	0.5749	0.7298	0.4053	9.194	4.433	5.145	2.786	0	0	6.995	2.573	3.507	1.298	0	0	3.307	0.9574	1.388	0.6653	0	0.7176	18	16.46	0	1.947	22.92	-0.2164	0	0	0	-0.1542	0	0	0	0	8.814	7.157	2.939	0	0.6418	2.492	0	6	2	1	0	3.592	-4.074	10.57	18	1	3	9	0	0.5	1	9	0	3	380.4	513.5	30.53	4.028	5.683	284.2	12.95	53.18	2402	37	134
2-3h	7.06	12.62	2.103	0.398	1.621	1.974	-2.818	-0.5796	0.5904	2.744	-2.805	-0.4987	0.682	2.793	-2.552	-0.4176	0.7274	3.006	0	-0.853	-0.3835	0.06576	2.767	-1.161	-0.2761	0.1525	2.827	-0.5294	-0.2161	0.1683	3.012	20.73	11.11	6.843	16.13	8.555	5.228	5.308	1.9	-1.9	0.1327	0.1853	117.6	59.64	0	8.619	0	12.95	0	103.7	61.27	0	0	13.57	2.641	0.9233	0.4769	0.04265	0.07673	0.5231	0.03408	350.8	181.2	16.21	29.16	198.8	12.95	3.966	-3.966	0.1371	0.2042	0.6959	0.3387	0.04265	0.3041	0.6613	0.2614	264.4	128.7	16.21	115.5	251.3	99.34	10.46	23.86	14.12	22.42	11.61	0	233.8	60.58	35.38	3.994	29.01	8.383	0	55.32	34.64	35.38	0	158.8	56.61	23.68	41.57	0.4121	5.807	3.905	9.04	352.5	74.05	1.371	3	12	0	54	1	26	21	22	0	0	28	2	2	0	61.19	7	0.25	12	56	1	28	8	0.2857	43	1.245	36.12	18.19	15.2	15.49	13.72	12.74	8.916	9.429	7.06	6.44	4.506	1.219	0.5749	0.6825	0.4053	8.903	4.433	5.147	2.786	0	0	6.78	2.573	3.509	1.298	0	0	2.759	0.9574	1.338	0.6653	0	0.6775	18	17.9	0	2.838	12.18	0	0	0	0	-0.005401	1.625	0	0	0	0	7.561	3.041	5.12	0.7067	2.53	0	4	1	1	0	4.087	-4.078	10.61	18	1	3	9	0	0.5	1	9	0	3	380	520.3	16.07	0	5.683	321.6	12.95	21.75	2159	35	128
2-3i	6.92	13.27	2.234	0.398	1.959	2.469	-2.818	-0.5839	0.6014	2.744	-2.805	-0.5275	0.6866	2.793	-2.552	-0.4485	0.7282	3.006	0	-0.853	-0.3851	0.07937	2.764	-1.161	-0.2639	0.1645	2.821	-0.5294	-0.2161	0.184	3.01	20.73	11.11	6.843	15.52	8.214	5.014	4.902	1.891	-1.891	0.1333	0.1862	94.78	38.39	4.265	27.12	0	12.95	0	79.21	85.78	0	0	27.13	0.1369	0.8912	0.5199	0.07375	0.1088	0.4801	0.03502	329.6	192.3	27.27	40.22	177.5	12.95	4.174	-4.174	0.1303	0.1941	0.6752	0.378	0.07375	0.3248	0.622	0.2511	249.7	139.8	27.27	120.1	230	92.84	10.34	47.72	3.124	22.42	9.557	0	233.8	60.58	20.15	3.798	18.01	8.383	20.15	55.32	61.69	0	0	158.8	56.61	18.44	49.41	0.4121	5.807	3.905	9.04	350.5	72.1	1.387	3	12	0	52	1	26	20	22	0	0	26	2	2	0	59.86	7	0.25	12	54	2	28	8	0.2857	40	1.245	32.98	18.19	14.91	15.06	13.3	12.74	9.324	9.341	7.349	7.017	4.84	1.219	0.779	0.7107	0.5015	8.903	4.841	5.103	2.978	0	0	6.78	2.808	3.48	1.394	0	0	2.759	1.246	1.342	0.7764	0	0.6861	18	17.35	0	2.566	22.79	0	0	0.7836	0	-0.06578	0	0	0	0	0	7.394	2.994	0	0.6803	2.513	0	4	1	1	0	4.058	-4.033	10.54	18	1	3	9	0	0.5	1	9	1	3	369.8	510.8	27.13	0	5.683	279.7	35.01	32.82	2159	35	128
2-3j	6.74	12.97	2.23	0.398	1.614	2.131	-2.818	-0.598	0.6116	2.744	-2.805	-0.5159	0.766	2.793	-2.552	-0.4303	0.8109	3.006	0	-0.853	-0.3822	0.07257	2.756	-1.161	-0.2639	0.1645	2.818	-0.5294	-0.2161	0.1898	3.002	19.75	10.36	6.585	16.16	8.404	5.304	5.433	1.661	-1.661	0.1518	0.2119	97.09	38.39	0	8.619	0	12.95	0	103.7	90.86	0	0	13.57	0.1369	0.927	0.5701	0.03751	0.07296	0.4299	0.03545	338.7	208.3	13.7	26.65	157.1	12.95	3.781	-3.781	0.1438	0.2143	0.759	0.4264	0.03751	0.241	0.5736	0.2035	277.3	155.8	13.7	88.04	209.5	74.34	10.31	23.86	3.124	22.42	9.872	0	233.8	60.58	39.15	4.638	18.01	8.383	0	55.32	34.64	0	3.501	158.8	56.61	57.59	32.34	0.4243	5.755	3.839	8.928	356.9	71.86	1.437	2	12	0	50	1	25	21	21	1	0	25	2	1	0	58.81	6	0.2222	12	52	1	27	7	0.2593	39	1.251	31.35	17.48	14.2	15.21	12.72	12.2	8.916	9.384	7.06	6.44	4.506	1.303	0.5749	0.8034	0.4053	8.495	4.433	5.153	2.786	0	0	6.469	2.573	3.494	1.298	0	0	2.675	0.9574	1.41	0.6653	0	0.7122	17	17.68	0	2.706	12.09	0	0	0	0	-0.01557	0	5.849	0	0	0	7.548	3.021	0	0.7061	2.526	0	3	1	1	0	4.723	-4.762	10.47	18	1	3	8	1	0.4706	0.8889	9	0	3	365.3	501.1	13.57	0	5.683	311.6	12.95	19.25	1918	33	124
2-3k	7.07	12.16	1.977	0.398	1.614	2.049	-2.818	-0.6117	0.6074	2.744	-2.805	-0.5162	0.7448	2.793	-2.552	-0.4447	0.7535	3.006	0	-0.853	-0.3866	0.07257	2.757	-1.161	-0.2639	0.1644	2.815	-0.5294	-0.2161	0.1793	3.001	19.75	10.36	6.585	15.09	7.821	4.924	4.721	1.746	-1.746	0.1444	0.2016	92.57	38.39	9.021	8.619	0	12.95	0	103.7	61.27	0	11.91	13.57	0.1369	0.8905	0.5412	0.07273	0.1095	0.4588	0.03677	313.6	190.6	25.61	38.56	161.6	12.95	3.794	-3.794	0.1433	0.2135	0.75	0.3922	0.03891	0.25	0.6078	0.2111	264.1	138.1	13.7	88.04	214	74.34	9.8	23.86	18.08	31.54	6.371	0	233.8	60.58	0	4.124	18.01	8.383	9.121	55.32	34.64	0	0	158.8	56.61	33.4	32.34	0.4243	5.755	3.839	8.928	340.4	71.86	1.437	2	12	0	50	1	25	21	21	0	1	25	2	1	0	57.19	6	0.2222	12	52	1	27	7	0.2593	39	1.251	32.13	17.48	14.2	14.46	12.72	12.2	8.916	9.006	7.06	6.44	4.506	1.303	0.5749	0.6774	0.4053	8.495	4.433	4.901	2.786	0	0	6.469	2.573	3.368	1.298	0	0	2.675	0.9574	1.264	0.6653	0	0.6972	17	16.26	0	1.561	12.01	0	0	0	0	-0.1236	0	0	12.88	0	0	7.302	2.942	0	0.6672	2.503	0	3	1	1	0	4.284	-4.322	10.03	18	1	3	8	0	0.4706	0.8889	9	0	3	352.2	488.3	13.57	0	5.683	298.5	12.95	19.25	1918	33	124
2-3l	7.29	13.74	2.242	0.398	1.955	2.445	-2.818	-0.5822	0.599	2.744	-2.805	-0.5138	0.6858	2.793	-2.552	-0.4475	0.726	3.006	0	-0.853	-0.385	0.07937	2.773	-1.161	-0.2639	0.1643	2.83	-0.5294	-0.2161	0.1835	3.019	21.7	11.25	7.078	16.43	8.424	5.253	5.128	1.888	-1.888	0.1335	0.1864	107.6	38.39	0	17.08	0	12.95	0	97.95	85.78	0	0	27.13	0.1369	0.8961	0.5452	0.07047	0.1039	0.4548	0.03346	346.8	211	27.27	40.22	176	12.95	4.174	-4.174	0.1303	0.1941	0.7156	0.3612	0.07047	0.2844	0.6388	0.2139	276.9	139.8	27.27	110.1	247.2	82.8	10.8	47.72	3.124	22.42	9.557	0	233.8	66.27	33.33	4.188	18.01	14.07	0	55.32	61.69	0	0	158.8	56.61	51.77	49.41	0.4006	5.858	3.947	9.149	364.5	75.33	1.37	3	12	0	55	1	27	21	23	0	0	28	2	2	0	62.95	7	0.2414	12	57	2	29	8	0.2759	43	1.248	35.17	19.06	15.78	15.99	14.22	13.11	9.826	9.771	7.81	7.244	5.045	1.515	0.7416	0.7998	0.4886	9.194	5.237	5.348	3.241	0	0	6.995	3.098	3.623	1.548	0	0	3.307	1.36	1.523	0.8449	0	0.681	18	17.47	0	2.616	23.51	0	0	0	0	-0.04891	1.528	0	0	0	0	7.389	3.009	0	0.6782	2.515	0	4	1	1	0	3.984	-4.34	10.98	18	1	3	9	0	0.5	1	9	0	3	387	535.2	27.13	0	5.683	309.1	21.41	32.82	2402	37	134
2-3m	7.54	16.32	3.192	0.398	1.669	3.043	-2.818	-0.5977	0.6334	2.744	-2.805	-0.5335	0.7264	2.793	-2.552	-0.4656	0.7703	3.006	0	-0.8831	-0.3884	0.07959	2.814	-1.161	-0.2761	0.1634	2.872	-0.5294	-0.2161	0.1869	3.065	27.05	13.52	8.531	21.8	10.82	6.797	6.939	2.819	-2.819	0.09019	0.1676	119.3	59.72	8.531	19.3	0	17.13	0	103.7	98.04	6.513	0	13.57	32.15	0.8685	0.5314	0.09566	0.1315	0.4686	0.03585	415.1	254	45.72	62.85	224	17.13	5.806	-5.806	0.2073	0.1395	0.7128	0.4726	0.09566	0.2872	0.5274	0.1915	340.7	225.9	45.72	137.2	252.1	91.53	13.56	72.03	3.124	23.97	9.557	0	339.3	60.58	6.879	5.225	18.01	56.55	6.879	55.32	37.83	1.551	0	247	56.61	35.67	66.48	0.3432	6.209	4.214	9.817	476.6	97.57	1.478	4	18	0	66	1	34	27	28	0	0	32	2	3	1	78.12	9	0.2432	18	69	1	37	10	0.2703	50	1.074	45.06	23.8	19.02	20.21	16.82	16.49	12.14	13.56	9.325	8.944	5.992	2.414	0.779	1.134	0.5232	11.85	6.157	6.895	3.629	0.2041	0	9.386	3.76	4.795	1.776	0.03608	0	4.677	1.246	2.061	0.8014	0	0.7182	22	25.9	0	2.814	37.83	0	-3.448	0	0	-0.1588	0	0	0	0	0	7.03	2.993	0	0.623	2.498	0	5	1	1	1	5.117	-5.936	13.91	24	0	4	11	3	0.5	1	11	0	4	478	663.7	45.58	0	5.683	380.7	19.46	51.27	4564	49	174
2-3n	6.1	12.25	2.073	0.398	1.935	2.171	-2.818	-0.5548	0.5957	2.744	-2.805	-0.4732	0.6847	2.793	-2.552	-0.4284	0.7224	3.006	0	-0.8529	-0.3804	0.06464	2.748	-1.161	-0.2639	0.1465	2.803	-0.5294	-0.2161	0.1609	2.991	18.78	10.22	6.353	14.21	7.634	4.699	4.52	1.776	-1.776	0.1523	0.1975	107.1	38.39	6.7	8.619	0	12.95	0	79.21	73.53	0	0	19.25	0.1369	0.9065	0.4976	0.05605	0.09349	0.5024	0.03744	313.6	172.1	19.39	32.34	173.8	12.95	4.074	-4.074	0.1335	0.1988	0.7097	0.3459	0.05605	0.2903	0.6541	0.2343	245.5	119.6	19.39	100.4	226.3	81.04	9.584	23.86	19.91	22.42	5.942	0	233.4	60.58	0	3.38	18.01	25.17	0	55.32	34.22	0	0	158.4	56.61	18.44	45.23	0.4374	5.7	3.774	8.811	323.4	67.83	1.384	3	12	0	49	1	24	19	20	0	0	25	3	1	0	55.97	6	0.2308	12	51	1	26	7	0.2692	38	1.253	32.25	16.61	13.62	14.03	12.22	11.81	8.191	8.766	6.528	5.468	3.914	1.015	0.4082	0.5957	0.322	8.084	3.57	4.692	2.358	0	0	6.318	1.882	3.252	1.015	0	0	2.266	0.7217	1.146	0.5691	0	0.6793	16	17.71	4.075	1.883	11.96	0	0	0	0	-0.07212	0	0	0	0	0	7.556	2.982	0	0.7093	2.526	0	4	1	1	0	2.86	-2.922	9.796	18	1	3	8	0	0.5	1	8	0	3	345.9	476.1	19.25	0	5.683	286.5	12.95	24.93	1702	31	118
