__MOL_ID__	LogS	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
192-97-2	-7.8	7	0	0	0	0	0	0	1	252.315	0.063	469.864	0	0	469.864	0	808.758	0	0	4.9e-06	0	0.8934535	30.7	9.172	9.911	4.101	5.706	-7.995	-7.922	-5.497	9906.038	0.192	5899.293	0.136	8.341	0.986	0	0.966	1	100	0	0	0	0	1	20	0	20	0	20	1	0
198-55-0	-8.8	6	0	0	0	0	0	0	1	252.315	0.001	469.924	0	0	469.924	0	808.605	0	0	0	0	0.8932277	30.694	9.169	9.908	4.106	6	-7.979	-7.92	-5.501	9906.038	0.192	5899.293	0.136	7.947	1.351	1	0.965	1	100	0	0	0	0	1	20	0	20	0	20	1	0
191-24-2	-9.03	7	0	0	0	0	0	0	1	276.337	0.053	486.396	0	0	486.396	0	850.63	0	0	3.3e-06	0	0.8926251	32.533	9.692	10.588	4.262	6.487	-8.831	-8.528	-5.589	9906.038	0.192	5899.293	0.194	8.094	1.244	0	1.087	1	100	0	0	0	0	1	22	0	22	0	22	1	0
86-74-8	-4.97	2	0	0	0	0	0	0	1	167.21	2.008	379.596	0	25.686	353.91	0	604.06	1	0	0.0066767	0	0.9103952	21.4	6.81	8.146	4.679	3.738	-3.164	-3.197	-4.67	5653.556	0.357	3217.516	-0.746	8.197	0.119	0	0.187	3	100	0	0	13.987	1	0	13	0	13	0	13	0	0
132-65-0	-4.38	5	0	0	0	0	0	0	1	184.255	1.587	387.102	0	0	340.296	46.806	622.857	0	0	0.0040417	0	0.9111683	22.023	6.842	6.96	2.982	4.196	-4.987	-5.319	-4.592	9906.038	0.192	10000	-0.321	8.655	0.588	1	0.426	3	100	0	0	0	0	0	13	0	13	0	13	0	0
613-13-8	-5.17	2	0	0	0	0	1	0	0	193.248	3.038	418.222	0	61.108	357.114	0	682.155	1.5	1	0.0135315	0.0029285	0.8960802	23.914	7.889	10.511	6.532	2.934	-3.146	-3.398	-4.917	2608.649	-0.004	1394.588	-1.292	7.677	0.896	2	0.138	3	100	0	0	26.223	1	0	14	0	14	0	15	0	0.00633778
52251-71-5	-6.89	5	0	0	0	0	1	0	2	206.287	0.419	462.918	129.485	0	333.433	0	768.196	0	0	0.000228	0	0.8762782	27.131	7.689	8.357	2.782	5.306	-5.936	-5.812	-5.124	9906.038	0.451	5899.293	-0.249	8.123	1.062	1	0.806	3	100	0	0	0	0	1	14	0	14	0	16	1	0
205-99-2	-8.23	7	0	0	0	0	0	0	1	252.315	0.412	482.048	0	0	482.048	0	827.698	0	0	0.0002047	0	0.8844139	31.574	9.386	10.22	4.379	5.874	-8.001	-8.196	-5.701	9906.038	0.192	5899.293	0.179	8.636	1.163	0	1.021	1	100	0	0	0	0	1	20	0	20	0	20	1	0
205-82-3	-8.0	7	0	0	0	0	0	0	1	252.315	0.627	472.918	0	0	472.918	0	816.51	0	0	0.0004819	0	0.8933464	31.039	9.269	10.043	4.13	5.751	-8.001	-8.034	-5.513	9906.038	0.192	5899.293	0.146	8.455	1.384	0	0.988	1	100	0	0	0	0	1	20	0	20	0	20	1	0
207-08-9	-8.49	7	0	0	0	0	0	0	1	252.315	0.227	488.254	0	0	488.254	0	834.342	0	0	6.18e-05	0	0.8778387	31.899	9.455	10.325	4.557	5.949	-8.011	-8.292	-5.837	9906.038	0.192	5899.293	0.2	8.317	1.14	0	1.04	1	100	0	0	0	0	1	20	0	20	0	20	1	0
53-70-3	-8.66	8	0	0	0	0	0	0	1	278.353	0.001	530.154	0	0	530.154	0	915.233	0	0	0	0	0.8599055	35.537	10.455	11.632	5.263	6.68	-9.135	-9.463	-6.327	9906.038	0.192	5899.293	0.348	8.463	0.856	0	1.275	1	100	0	0	0	0	1	22	0	22	0	22	1	0
74-88-4	-1.0	11	0	0	0	0	0	1	1	141.939	2.582	203.364	109.245	0	0	94.119	258.496	0	0	0.0257998	0	0.9649999	4.191	1.189	0.824	0.241	1.144	-0.489	-0.507	-2.098	9906.038	0.411	10000	-1.52	9.471	0.864	0	-0.632	3	100	0	0	0	0	0	0	0	0	0	2	0	0
75-09-2	-0.63	13	0	0	0	0	0	2	1	84.933	2.435	219.128	64.367	0	0	154.761	286.87	0	0	0.0206702	0	0.9599699	5.327	1.916	1.435	0.301	1.407	-0.936	-0.803	-2.18	9906.038	0.321	10000	-1.52	10.63	-0.255	0	-0.549	3	100	0	0	0	0	0	0	0	0	0	3	0	0
74-97-5	-0.89	13	0	0	0	0	0	2	1	129.384	2.175	224.128	64.34	0	0	159.788	295.461	0	0	0.0160072	0	0.9571992	5.67	2.023	1.511	0.314	1.743	-1.036	-0.892	-2.225	9906.038	0.321	10000	-1.52	10.786	0.768	0	-0.524	3	100	0	0	0	0	0	0	0	0	0	3	0	0
67-66-3	-1.17	14	0	0	0	0	0	3	1	119.378	1.893	243.378	28.132	0	0	215.246	331.588	0	0	0.0108104	0	0.9519539	7.116	2.798	2.203	0.38	1.97	-1.172	-1.268	-2.309	9906.038	0.248	10000	-1.52	10.889	0.403	0	-0.419	3	100	0	0	0	0	0	0	0	0	0	4	0	0
75-27-4	-1.54	12	0	0	0	0	0	3	1	163.829	1.717	248.152	28.112	0	0	220.041	340.042	0	0	0.0086704	0	0.9494413	7.454	2.902	2.311	0.393	1.974	-1.199	-1.356	-2.35	9906.038	0.248	10000	-1.52	10.877	1.228	0	-0.395	3	100	0	0	0	0	0	0	0	0	0	4	0	0
124-48-1	-1.9	12	0	0	0	0	0	3	1	208.28	1.506	252.899	28.092	0	0	224.808	348.48	0	0	0.0065052	0	0.9469697	7.792	3.007	2.418	0.406	2.01	-1.26	-1.444	-2.39	9906.038	0.248	10000	-1.52	10.961	1.498	0	-0.37	3	100	0	0	0	0	0	0	0	0	0	4	0	0
75-25-2	-1.91	12	0	0	0	0	0	3	1	252.731	1.228	257.62	28.072	0	0	229.548	356.904	0	0	0.0042232	0	0.9445398	8.129	3.111	2.523	0.419	2.076	-1.352	-1.531	-2.429	9906.038	0.248	10000	-1.52	11.232	1.698	0	-0.346	3	100	0	0	0	0	0	0	0	0	0	4	0	0
558-13-4	-3.14	13	0	0	0	0	0	0	1	331.627	0	283.182	0	0	0	283.182	407.181	0	0	0	0	0.9381914	10.141	4.011	3.417	0.5	2.657	-2.465	-2.641	-2.532	9906.038	0.192	10000	-1.52	11.315	2.202	0	-0.2	3	100	0	0	0	0	0	0	0	0	0	5	0	0
74-96-4	-1.09	13	0	0	0	0	0	1	2	108.965	2.396	232.286	152.837	0	0	79.449	310.864	0	0	0.0184712	0	0.9554082	6.287	1.628	1.354	0.306	1.444	-1.057	-1.052	-2.254	9906.038	0.498	10000	-1.52	10.914	0.188	0	-0.48	3	100	0	0	0	0	0	0	0	0	0	3	0	0
75-03-6	-1.6	11	0	0	0	0	0	1	2	155.966	2.902	238.24	152.505	0	0	85.735	321.221	0	0	0.0262237	0	0.9521094	6.701	1.757	1.629	0.322	1.707	-1.112	-1.16	-2.307	9906.038	0.497	10000	-1.52	9.413	0.837	0	-0.449	3	100	0	0	0	0	0	0	0	0	0	3	0	0
75-34-3	-1.29	13	0	0	0	0	0	0	1	98.96	2.81	250.164	112.891	0	0	137.274	345.571	0	0	0.0228571	0	0.9519884	7.676	2.421	2.174	0.369	1.48	-1.301	-1.413	-2.309	9906.038	0.418	10000	-1.52	10.661	-0.305	0	-0.379	3	100	0	0	0	0	0	0	0	0	0	4	0	0
107-04-0	-1.32	12	0	0	0	0	0	1	1	143.411	0.311	257.81	104.535	0	0	153.275	356.83	0	0	0.000271	0	0.9437131	8.126	2.562	2.088	0.393	1.7	-1.394	-1.531	-2.443	9906.038	0.401	10000	-1.52	10.754	0.666	0	-0.346	3	100	0	0	0	0	0	0	0	0	0	4	0	0
106-93-4	-1.68	12	0	0	0	0	1	2	1	187.862	0	262.635	103.939	0	0	158.696	365.297	0	0	0	0	0.940971	7.823	2.668	1.965	0.186	2.19	-1.657	-1.619	-2.487	9906.038	0.4	10000	-1.423	11.223	1.086	0	-0.364	3	100	0	0	0	0	0	0	0	0	0	4	0	0
71-55-6	-2.0	12	0	0	0	0	0	0	1	133.405	2.475	270.544	80.294	0	0	190.25	386.517	0	0	0.0158474	0	0.9485059	9.314	3.242	2.902	0.437	2.489	-1.956	-1.84	-2.365	9906.038	0.353	10000	-1.52	10.829	0.343	0	-0.26	3	100	0	0	0	0	0	0	0	0	0	5	0	0
79-00-5	-1.48	12	0	0	0	0	0	0	1	133.405	3.978	269.936	79.936	0	0	190	385.106	0	0	0.041093	0	0.9483258	9.258	3.221	3.227	0.435	2.49	-1.955	-1.825	-2.368	9906.038	0.352	10000	-1.52	10.598	-0.107	0	-0.264	3	100	0	0	0	0	0	0	0	0	0	5	0	0
630-20-6	-2.18	11	0	0	0	0	0	0	1	167.85	2.321	290.244	47.393	0	0	242.851	425.989	0	0	0.0126428	0	0.9433393	10.894	4.01	3.659	0.503	2.581	-2.073	-2.25	-2.449	9906.038	0.287	10000	-1.52	10.764	0.497	0	-0.145	3	100	0	0	0	0	0	0	0	0	0	6	0	0
76-01-7	-2.6	10	0	0	0	0	0	0	1	202.295	1.756	307.522	20.581	0	0	286.941	462.786	0	0	0.0066608	0	0.940898	12.367	4.711	4.305	0.56	2.803	-2.393	-2.633	-2.488	9906.038	0.233	10000	-1.52	10.835	0.633	0	-0.039	3	100	0	0	0	0	0	0	0	0	0	7	0	0
76-13-1	-3.04	13	0	0	0	0	0	0	1	187.376	0.511	290.307	0.255	0	0	290.052	426.509	0	0	0.0006124	0	0.9439003	10.915	2.895	3.737	0.519	2.712	-2.149	-2.256	-2.44	9906.038	0.192	10000	-1.52	11.314	1.072	0	-0.144	3	100	107.913	0	0	0	0	0	0	0	0	8	0	0
67-72-1	-3.67	10	0	0	0	0	0	0	1	236.74	0	323.028	0	0	0	323.028	497.744	0	0	0	0	0.9402915	13.766	5.347	4.882	0.61	3.366	-3.891	-4.026	-2.498	9906.038	0.192	10000	-1.52	10.905	0.813	0	0.063	3	100	0	0	0	0	0	0	0	0	0	8	0	0
75-29-6	-1.41	13	0	0	0	0	0	1	2	78.541	2.707	255.608	189.742	0	0	65.866	358.285	0	0	0.0204491	0	0.9544273	8.185	2.105	1.965	0.357	1.993	-1.49	-1.546	-2.269	9906.038	0.572	10000	-1.52	10.432	-1.12	0	-0.342	3	100	0	0	0	0	0	0	0	0	0	4	0	0
106-94-5	-1.73	12	0	0	0	0	1	1	2	122.992	2.489	264.593	185.244	0	0	79.349	370.587	0	0	0.0167229	0	0.9430043	8.035	2.199	1.877	0.163	1.843	-1.784	-1.674	-2.454	9906.038	0.563	10000	-1.423	10.913	0.189	0	-0.349	3	100	0	0	0	0	0	0	0	0	0	4	0	0
75-26-3	-1.59	13	0	0	0	0	0	1	2	122.992	2.611	260.075	188.653	0	0	71.422	366.513	0	0	0.0185978	0	0.952341	8.514	2.216	2.078	0.37	1.611	-1.401	-1.631	-2.303	9906.038	0.57	10000	-1.52	10.904	0.181	0	-0.318	3	100	0	0	0	0	0	0	0	0	0	4	0	0
107-08-4	-2.29	10	0	0	0	0	1	1	2	169.993	3.004	270.538	184.905	0	0	85.633	380.938	0	0	0.0236906	0	0.9393761	8.449	2.321	2.141	0.179	1.945	-1.815	-1.782	-2.513	9906.038	0.562	10000	-1.423	9.413	0.839	0	-0.319	3	100	0	0	0	0	0	0	0	0	0	4	0	0
142-28-9	-1.62	12	0	0	0	0	0	0	2	112.986	2.511	285.395	137.541	0	0	147.854	408.162	0	0	0.0154505	0	0.9324097	10.181	2.998	2.962	0.458	2.49	-2.004	-2.065	-2.626	9906.038	0.467	10000	-1.52	10.578	-0.673	0	-0.197	3	100	0	0	0	0	0	0	0	0	0	5	0	0
78-87-5	-1.6	11	0	0	0	0	0	1	2	112.986	3.987	277.833	149.738	0	0	128.095	400.952	0	0	0.0396363	0	0.9464765	9.892	2.949	3.116	0.433	2.445	-1.969	-1.99	-2.398	9906.038	0.492	10000	-1.52	10.468	-0.786	0	-0.218	3	100	0	0	0	0	0	0	0	0	0	5	0	0
109-70-6	-1.85	11	0	0	0	0	1	1	2	157.437	2.298	290.221	136.946	0	0	153.275	416.631	0	0	0.0126709	0	0.929544	9.877	3.101	2.805	0.251	2.544	-2.078	-2.153	-2.672	9906.038	0.466	10000	-1.423	10.632	0.444	0	-0.215	3	100	0	0	0	0	0	0	0	0	0	5	0	0
109-64-8	-2.08	11	0	0	0	0	2	2	2	201.888	2.06	295.044	136.348	0	0	158.696	425.094	0	0	0.0099839	0	0.92669	9.574	3.204	2.65	0.043	2.555	-2.097	-2.241	-2.718	9906.038	0.465	10000	-1.327	11.089	0.658	0	-0.233	3	100	0	0	0	0	0	0	0	0	0	5	0	0
96-12-8	-2.38	11	0	0	0	0	1	2	1	236.333	3.564	308.587	109.382	0	0	199.205	459.421	0	0	0.0276534	0	0.9330994	11.59	3.963	3.84	0.311	2.696	-2.273	-2.598	-2.615	9906.038	0.411	10000	-1.423	10.622	0.771	0	-0.091	3	100	0	0	0	0	0	0	0	0	0	6	0	0
96-18-4	-1.92	11	0	0	0	0	0	1	1	147.431	4.141	300.366	110.049	0	0	190.317	443.675	0	0	0.0386542	0	0.9366082	11.602	3.762	3.991	0.509	2.659	-2.194	-2.435	-2.558	9906.038	0.412	10000	-1.52	10.57	-0.429	0	-0.094	3	100	0	0	0	0	0	0	0	0	0	6	0	0
109-69-3	-2.03	12	0	0	0	0	1	0	2	92.568	2.685	292.176	218.247	0	0	73.929	421.915	0	0	0.017092	0	0.9311171	10.089	2.623	2.548	0.227	2.756	-2.447	-2.208	-2.647	9906.038	0.629	10000	-1.423	10.429	-1.106	0	-0.2	3	100	0	0	0	0	0	0	0	0	0	5	0	0
78-86-4	-1.96	12	0	0	0	0	1	1	2	92.568	2.599	283.656	225.656	0	0	58	412.807	0	0	0.01636	0	0.9452294	9.724	2.577	2.354	0.201	1.978	-1.997	-2.113	-2.418	9906.038	0.644	10000	-1.423	10.41	-1.137	0	-0.226	3	100	0	0	0	0	0	0	0	0	0	5	0	0
542-69-8	-2.96	9	0	0	0	0	2	1	2	184.02	3.038	302.946	217.313	0	0	85.633	440.733	0	0	0.0209343	0	0.9245195	10.2	2.846	2.651	0.037	2.695	-2.543	-2.404	-2.753	9906.038	0.627	10000	-1.327	9.411	0.84	0	-0.187	3	100	0	0	0	0	0	0	0	0	0	5	0	0
513-36-0	-2.0	13	0	0	0	0	0	0	2	92.568	2.547	280.463	215.198	0	0	65.265	409.181	0	0	0.0158528	0	0.9503872	10.221	2.651	2.598	0.417	2.399	-1.981	-2.076	-2.335	9906.038	0.623	10000	-1.52	10.39	-1.128	0	-0.194	3	100	0	0	0	0	0	0	0	0	0	5	0	0
78-77-3	-2.43	11	0	0	0	0	1	1	2	137.019	2.349	285.324	214.31	0	0	71.013	417.672	0	0	0.0132162	0	0.9470738	9.919	2.748	2.446	0.21	2.431	-2.05	-2.164	-2.388	9906.038	0.621	10000	-1.423	10.854	0.176	0	-0.212	3	100	0	0	0	0	0	0	0	0	0	5	0	0
541-33-3	-2.4	11	0	0	0	0	1	0	2	127.013	2.95	310.365	181.105	0	0	129.26	459.692	0	0	0.0189346	0	0.928119	11.601	3.415	3.368	0.291	2.779	-2.69	-2.601	-2.695	9906.038	0.555	10000	-1.423	10.628	-0.318	0	-0.09	3	100	0	0	0	0	0	0	0	0	0	6	0	0
543-59-9	-2.73	11	0	0	0	0	2	0	2	106.595	2.73	324.584	250.655	0	0	73.928	481.709	0	0	0.0154679	0	0.9155769	11.84	3.134	3.073	0.085	2.732	-2.739	-2.83	-2.898	9906.038	0.694	10000	-1.327	10.43	-1.103	0	-0.069	3	100	0	0	0	0	0	0	0	0	0	6	0	0
625-29-6	-2.63	11	0	0	0	0	2	1	2	106.595	2.607	315.756	257.813	0	0	57.943	472.363	0	0	0.0143882	0	0.9289598	11.466	3.066	2.872	0.058	2.76	-2.731	-2.733	-2.682	9906.038	0.708	10000	-1.327	10.409	-1.134	0	-0.096	3	100	0	0	0	0	0	0	0	0	0	6	0	0
616-20-6	-2.63	11	0	0	0	0	2	1	2	106.595	2.49	311.833	261.701	0	0	50.131	467.668	0	0	0.0132524	0	0.9344055	11.278	3.02	2.761	0.046	2.74	-2.72	-2.684	-2.593	9906.038	0.716	10000	-1.327	10.395	-1.154	0	-0.109	3	100	0	0	0	0	0	0	0	0	0	6	0	0
594-36-5	-2.51	12	0	0	0	0	1	0	2	106.595	2.672	300.767	248.467	0	0	52.301	455.568	0	0	0.015676	0	0.9519988	11.436	3.108	2.923	0.241	2.679	-2.688	-2.558	-2.309	9906.038	0.689	10000	-1.423	10.381	-1.14	0	-0.102	3	100	0	0	0	0	0	0	0	0	0	6	0	0
549-36-5	-2.69	11	0	0	0	0	1	1	2	141.04	0.332	313.438	210.401	0	0	103.037	486.33	0	0	0.0002272	0	0.9541889	12.667	3.831	3.397	0.289	2.454	-2.828	-2.878	-2.273	9906.038	0.613	10000	-1.423	10.482	-0.478	0	-0.013	3	100	0	0	0	0	0	0	0	0	0	7	0	0
544-10-5	-3.12	9	0	0	0	0	3	0	2	120.622	2.726	356.995	283.067	0	0	73.928	541.512	0	0	0.01372	0	0.8999981	13.591	3.645	3.597	-0.058	3.794	-3.719	-3.453	-3.15	9906.038	0.759	10000	-1.231	10.431	-1.102	0	0.063	3	100	0	0	0	0	0	0	0	0	0	7	0	0
110-53-2	-3.07	10	0	0	0	0	3	1	2	151.046	2.56	329.41	250.061	0	0	79.349	490.177	0	0	0.0133683	0	0.9127056	11.537	3.237	2.926	-0.122	2.949	-3.24	-2.919	-2.945	9906.038	0.693	10000	-1.231	10.912	0.193	0	-0.086	3	100	0	0	0	0	0	0	0	0	0	6	0	0
111-25-1	-3.81	8	0	0	0	0	4	1	2	165.073	2.56	361.82	282.472	0	0	79.348	549.979	0	0	0.0119125	0	0.8972288	13.288	3.75	3.454	-0.265	4	-3.823	-3.541	-3.195	9906.038	0.758	10000	-1.135	10.912	0.194	0	0.045	3	100	0	0	0	0	0	0	0	0	0	7	0	0
108-85-0	-2.3	9	0	0	0	0	0	1	2	163.057	2.826	317.203	246.003	0	0	71.2	484.57	0	0	0.0164846	0	0.9405863	13.238	3.429	3.673	0.507	2.923	-2.963	-2.86	-2.493	9906.038	0.685	10000	-1.52	10.879	0.164	0	0.025	3	100	0	0	0	0	0	6	0	6	6	7	0	0
151-67-7	-1.71	12	0	0	0	0	0	2	1	197.382	1.93	275.909	24.271	0	0	251.638	395.748	0	0	0.00941	0	0.9448127	9.684	2.135	3.241	0.471	2.303	-1.725	-1.936	-2.425	9906.038	0.24	10000	-1.52	11.149	1.531	0	-0.233	3	100	118.4	0	0	0	0	0	0	0	0	7	0	0
76-14-2	-3.12	13	0	0	0	0	0	0	1	170.922	0	278.465	0.487	0	0	277.978	401.625	0	0	0	0	0.9453833	9.919	1.982	3.325	0.487	2.554	-1.999	-1.997	-2.416	9906.038	0.193	10000	-1.52	11.628	1.163	0	-0.216	3	100	149.009	0	0	0	0	0	0	0	0	8	0	0
58-89-9	-4.59	7	0	0	0	0	0	6	1	290.831	7.262	379.159	107.027	0	0	272.131	626.059	0	0	0.084247	0	0.9334425	18.901	6.276	7.58	0.727	3.774	-4.585	-4.333	-2.609	9906.038	0.406	10000	-1.52	9.122	-0.01	0	0.435	3	100	0	0	0	0	0	6	0	6	6	12	0	0
629-06-1	-3.99	7	0	0	0	0	4	0	2	134.648	2.754	389.403	315.475	0	0	73.928	601.303	0	0	0.0126126	0	0.8847666	15.342	4.162	4.129	-0.2	4.486	-4.359	-4.075	-3.397	9906.038	0.824	10000	-1.135	10.432	-1.101	0	0.194	3	100	0	0	0	0	0	0	0	0	0	8	0	0
4282-40-0	-4.81	6	0	0	0	0	5	1	2	226.1	3.131	400.174	314.541	0	0	85.632	620.123	0	0	0.0158065	0	0.8788232	15.453	4.399	4.224	-0.391	4.339	-4.271	-4.271	-3.493	9906.038	0.822	10000	-1.039	9.412	0.843	0	0.206	3	100	0	0	0	0	0	0	0	0	0	8	0	0
75-35-4	-1.64	12	0	0	0	0	0	0	1	96.944	1.922	239.948	48.399	0	44.691	146.859	325.862	0	0	0.0113413	0	0.9544138	7.314	2.593	2.017	0.652	1.859	-1.297	-1.208	-2.483	9906.038	0.289	10000	-1.362	9.902	-0.357	0	-0.436	3	100	0	0	0	0	0	0	0	0	0	4	0	0
156-59-2	-1.3	13	0	0	0	0	0	0	1	96.944	0	241.482	48.302	0	38.815	154.365	326.923	0	0	0	0	0.9504072	7.3	2.563	1.88	0.618	2.088	-1.298	-1.219	-2.52	9906.038	0.289	10000	-1.383	9.764	-0.326	0	-0.433	3	100	0	0	0	0	0	0	0	0	0	4	0	0
20244-70-6	-3.22	13	0	0	0	0	0	0	1	279.847	0	263.587	46.966	0	39.093	177.528	364.859	0	0	0	0	0.9368218	8.821	3.017	2.5	0.681	2.289	-1.732	-1.614	-2.741	9906.038	0.286	10000	-1.382	9.282	1.826	0	-0.323	3	100	0	0	0	0	0	0	0	0	0	4	0	0
79-01-6	-1.96	11	0	0	0	0	0	0	1	131.389	1.517	261.891	24.158	0	28.311	209.422	366.427	0	0	0.0062783	0	0.9455901	8.781	3.299	2.724	0.615	2.418	-1.941	-1.631	-2.547	9906.038	0.24	10000	-1.42	9.668	-0.045	0	-0.318	3	100	0	0	0	0	0	0	0	0	0	5	0	0
127-18-4	-2.54	11	0	0	0	0	0	0	1	165.834	0.001	282.301	0	0	17.798	264.503	405.934	0	0	0	0	0.9391971	10.261	4.003	3.397	0.612	2.546	-2.154	-2.588	-2.601	9906.038	0.192	10000	-1.457	9.56	0.2	0	-0.204	3	100	0	0	0	0	0	0	0	0	0	6	0	0
107-05-1	-1.36	10	0	0	0	0	0	0	1	76.525	2.554	250.883	127.504	0	47.912	75.468	344.568	0	0	0.0189358	0	0.9474212	8.093	2.25	2.031	0.675	1.983	-1.153	-1.403	-2.611	9906.038	0.447	10000	-1.351	10.375	-0.552	1	-0.382	3	100	0	0	0	0	0	0	0	0	0	4	0	0
1024-57-3	-6.29	4	0	0	0	0	0	2	0	389.32	7.097	435.789	116.07	0	0.343	319.376	772.458	0	2	0.0652062	0	0.9342696	24.763	8.067	10.721	2.852	5.07	-4.139	-4.139	-2.597	9906.038	-0.49	10000	-1.518	9.421	0.286	0	0.325	3	100	0	0	8.656	1	1	11	3	8	8	18	0	0
309-00-2	-7.33	5	0	0	0	0	0	0	1	364.913	4.028	450.146	122.615	0	39.361	288.169	795.184	0	0	0.020407	0	0.9221263	26.045	8.243	9.362	1.171	5.575	-6.093	-6.093	-2.98	9906.038	0.437	10000	-1.381	9.417	0.397	2	0.926	3	100	0	0	0	0	1	12	0	12	8	18	1	0
72-20-8	-6.18	4	0	0	0	0	0	1	0	380.913	2.111	438.477	148.746	0	0	289.731	789.727	0	2	0.0056428	0	0.9423292	25.451	8.086	10.021	2.846	4.859	-4.318	-4.318	-2.465	9906.038	-0.425	10000	-1.52	9.96	0.515	0	0.376	3	100	0	0	11.743	1	0	13	3	10	10	19	0	0
106-95-6	-1.5	11	0	0	0	0	1	1	1	120.976	2.373	255.776	127.232	0	47.667	80.877	353.078	0	0	0.0159506	0	0.9445375	7.789	2.352	1.871	0.467	1.83	-1.624	-1.492	-2.657	9906.038	0.447	10000	-1.256	10.637	0.385	1	-0.399	3	100	0	0	0	0	0	0	0	0	0	4	0	0
77-47-4	-5.18	8	0	0	0	0	0	0	1	272.773	0.572	381.195	0	0	18.243	362.953	601.806	0	0	0.0005445	0	0.9043195	18.105	6.512	6.572	0.888	4.919	-5.545	-5.607	-3.167	9906.038	0.192	10000	-1.455	9.502	1.335	0	0.365	3	100	0	0	0	0	0	5	0	5	1	11	0	0
55880-77-8	-4.23	7	0	0	0	0	1	0	1	226.317	1.435	346.676	10.531	0	37.444	298.702	529.989	0	0	0.0038876	0	0.9135916	14.772	5.504	5.146	0.692	3.67	-3.333	-3.333	-3.109	9906.038	0.213	10000	-1.292	9.151	0.898	0	0.114	3	100	0	0	0	0	0	0	0	0	0	9	0	0
462-06-6	-1.8	11	0	0	0	0	0	0	1	96.104	2.151	273.157	0	0	226.31	46.846	392.855	0	0	0.0117729	0	0.9496746	11.729	3.283	3.347	1.932	2.27	-1.801	-1.991	-3.426	9906.038	0.192	10000	-0.722	9.92	-0.055	0	-0.242	3	100	46.846	0	0	0	0	6	0	6	0	7	0	0
108-90-7	-2.38	10	0	0	0	0	0	0	1	112.558	2.215	288.385	0	0	216.661	71.725	421.201	0	0	0.0116531	0	0.9422903	12.772	4.263	3.804	1.912	2.887	-2.387	-2.448	-3.499	9906.038	0.192	10000	-0.756	9.529	-0.075	0	-0.159	3	100	0	0	0	0	0	6	0	6	0	7	0	0
352-34-1	-3.13	8	0	0	0	0	0	0	1	222.001	0.073	307.945	0	0	177.52	130.425	455.974	0	0	1.17e-05	0	0.9303605	13.789	4.024	4.206	1.713	2.981	-2.715	-3.061	-3.505	9906.038	0.192	10000	-0.894	9.283	1.053	0	-0.058	3	100	46.842	0	0	0	0	6	0	6	0	8	0	0
106-46-7	-3.27	8	0	0	0	0	0	0	1	147.004	0.006	312.567	0	0	169.133	143.434	465.574	0	0	1e-07	0	0.9294243	14.093	4.789	4.361	1.672	3.009	-2.655	-3.224	-3.481	9906.038	0.192	10000	-0.924	9.428	0.234	0	-0.03	3	100	0	0	0	0	0	6	0	6	0	8	0	0
95-50-1	-3.05	7	0	0	0	0	0	0	1	147.004	3.483	308.405	0	0	179.567	128.838	460.979	0	0	0.0263143	0	0.9357607	14.009	4.781	4.648	1.728	2.987	-2.63	-3.13	-3.428	9906.038	0.192	10000	-0.887	9.486	0.164	0	-0.044	3	100	0	0	0	0	0	6	0	6	0	8	0	0
541-73-1	-3.04	7	0	0	0	0	0	0	1	147.004	2.122	312.566	0	0	169.126	143.44	465.576	0	0	0.0096708	0	0.92943	14.093	4.789	4.494	1.672	3.009	-2.655	-3.224	-3.48	9906.038	0.192	10000	-0.924	9.584	0.185	0	-0.03	3	100	0	0	0	0	0	6	0	6	0	8	0	0
108-37-2	-3.21	7	0	0	0	0	0	0	1	191.455	1.91	317.146	0	0	168.342	148.804	473.73	0	0	0.0077006	0	0.9266732	14.412	4.883	4.599	1.679	3.048	-2.761	-3.352	-3.521	9906.038	0.192	10000	-0.926	9.705	0.361	0	-0.007	3	100	0	0	0	0	0	6	0	6	0	8	0	0
