__MOL_ID__	LogS	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
198-55-0	-8.8	11.71	3.464	0.03	0.355	1.845	-2.281	-0.6422	0.6862	2.237	-2.035	-0.5129	0.8167	2.493	-1.896	-0.4702	0.8788	2.636	0	-0.7513	-0.4201	0.07768	2.616	-0.5357	-0.2602	0.1743	2.854	-0.396	-0.2048	0.2189	2.989	12.53	4.75	1.756	8.125	3.001	1.089	1.219	0.7461	-0.7461	0.0836	0.08121	0	51.18	0	0	0	0	0	17.67	147.1	0	0	0	0	0	1	0.7629	0	0	0.2371	0	215.9	164.7	0	0	51.18	0	1.8	-1.8	0.08333	0.08333	1	0.6811	0	0	0.3189	0	215.9	147.1	0	0	68.85	0	8.765	0	0	0	0	20.58	211.7	0	0	5.737	0	0	0	0	0	0	0	232.3	0	0	0	0.5294	5.585	2.645	8.406	252.3	30.54	0.9544	0	20	0	32	0	20	20	0	20	0	0	12	0	0	0	0	0	43.2	0	0	24	36	0	24	0	0	12	0	1.558	13.12	13.1	13.1	10.93	10.93	9.933	9.933	6.976	6.976	9.054	5.419	1.1	1.1	0.5803	0.5803	8.616	8.616	4.39	4.39	0	0	8.323	8.323	3.58	3.58	0	0	3.454	3.454	1.539	1.539	0	0	0.6747	7	0	26.45	0	0	0	0	10.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.13	-8.348	8.222	24	0	5	0	2	0.2857	0.4	5	0	5	215.9	374	0	0	0	207.4	0	0	654	41	120
191-24-2	-9.03	13.2	4.064	0.03	0.393	2.087	-2.297	-0.6726	0.7132	2.259	-2.046	-0.5372	0.8478	2.52	-1.907	-0.4944	0.914	2.663	0	-0.7504	-0.4344	0.08924	2.708	-0.5349	-0.2709	0.1835	2.952	-0.3941	-0.2126	0.231	3.087	13.31	4.762	1.693	8.64	3.021	1.056	1.186	0.7474	-0.7474	0.08347	0.08107	0	51.18	0	0	0	0	0	22.09	147.1	0	0	0	0	0	1	0.7677	0	0	0.2323	0	220.3	169.1	0	0	51.18	0	1.8	-1.8	0.08333	0.08333	1	0.6675	0	0	0.3325	0	220.3	147.1	0	0	73.27	0	9.634	0	0	0	0	25.73	211.7	0	0	6.328	0	0	0	0	0	0	0	237.4	0	0	0	0.5046	5.755	2.662	8.692	276.3	31.85	0.9367	0	22	0	34	0	22	22	0	22	0	0	12	0	0	0	0	0	46.72	0	0	27	39	0	27	0	0	12	0	1.486	13.12	14.26	14.26	11.93	11.93	10.92	10.92	7.72	7.72	10.27	6.2	1.383	1.383	0.7277	0.7277	9.999	9.999	5.138	5.138	0	0	9.686	9.686	4.236	4.236	0	0	4.253	4.253	1.9	1.9	0	0	0.6856	7	0	26.88	0	0	0	0	13.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.694	-9.677	8.91	27	0	6	0	2	0.2857	0.4	5	0	6	220.3	403	0	0	0	211.8	0	0	815	49	138
86-74-8	-4.97	8.108	1.962	0.401	0.551	1.382	-2.13	-0.5691	0.6275	2.194	-1.944	-0.4506	0.7474	2.406	-1.784	-0.4166	0.8017	2.572	0	-0.8533	-0.3776	0.06321	2.299	-0.7686	-0.235	0.1479	2.497	-0.411	-0.1882	0.1816	2.65	8.32	3.293	1.333	5.283	2.001	0.7804	0.8133	0.7753	-0.7753	0.214	0.4567	17.82	34.12	0	8.619	0	0	0	24.51	73.53	0	0	0	0	0.1369	0.9991	0.6185	0.0008624	0.0008624	0.3815	0	158.6	98.18	0.1369	0.1369	60.56	0	1.503	-1.503	0.1796	0.1009	0.9457	0.702	0	0.0543	0.298	0.0543	150.1	111.4	0	8.619	47.3	8.619	5.58	0	0	16.79	0	9.434	141.1	0	0	3.321	0	0	16.79	0	0	0	0	150.6	0	0	15.79	0.6746	4.907	2.387	7.112	167.2	26.56	1.207	0	13	0	22	1	13	12	0	12	0	0	9	0	1	0	0	0	28.22	0	0	15	24	0	15	0	0	9	0	1.788	10.5	8.673	7.966	7.119	6.619	6.449	5.633	4.405	3.905	4.368	2.552	0.6055	0.2722	0.2887	0.1443	5.091	3.472	2.414	1.708	0	0	4.26	2.726	1.674	1.122	0	0	1.783	0.7345	0.7053	0.3222	0	0	0.6791	6	0	16.76	0	3.378	0	0	5.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3.707	-3.521	5.402	15	1	3	0	0	0.3333	0.5	4	0	3	158.7	246.2	0	0	5.683	144.3	0	5.683	219	19	72
132-65-0	-4.38	7.152	1.643	0.03	0.278	0.518	-2.15	-0.6068	0.6651	2.164	-1.922	-0.4634	0.8238	2.441	-1.784	-0.4262	0.8834	2.575	0	-0.7621	-0.3944	0.07785	2.245	-0.5411	-0.2262	0.2154	2.504	-0.3984	-0.182	0.2607	2.631	8.32	3.293	1.333	6.351	2.451	0.9715	1.197	0.6623	-0.6623	0.2531	0.1012	0	34.12	0	19.76	0	0	0	4.417	106.4	0	0	0	0	0	1	0.6729	0	0	0.3271	0	164.7	110.8	0	0	53.88	0	1.28	-1.28	0.1172	0.1172	1	0.7152	0	0	0.2848	0	164.7	117.8	0	0	46.91	0	5.933	0	0	0	0	6.638	141.1	0	31.28	4.054	0	0	0	0	0	0	0	147.8	0	31.28	0	0.6746	4.907	2.387	7.112	184.3	25.22	1.201	0	13	0	21	0	13	13	0	12	0	0	8	0	0	0	0	1	29.35	0	0	15	23	0	15	0	0	8	0	1.788	11.03	8.673	7.966	7.844	6.619	6.449	5.633	5.129	3.905	4.368	2.552	0.6055	0.2722	0.4979	0.1443	5.091	3.472	3.436	1.708	0	0	4.26	2.726	2.475	1.122	0	0	1.783	0.7345	1.261	0.3222	0	0	0.7302	6	0	17.13	0	0	0	1.862	5.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.423	-4.732	5.804	15	1	3	0	0	0.3333	0.5	4	0	3	164.7	252.3	0	0	0	159	0	0	219	19	72
613-13-8	-5.17	8.9	2.403	0.277	0.521	1.695	-2.263	-0.6936	0.7399	2.198	-2.323	-0.5765	0.8508	2.429	-1.891	-0.5323	0.9103	2.578	0	-0.8129	-0.4198	0.104	2.361	-1.334	-0.2769	0.1956	2.576	-0.407	-0.2213	0.232	2.715	10.17	4.108	1.969	6.493	2.528	1.175	1.094	0.8252	-0.8252	0.1502	0.3663	6.7	38.39	17.24	0	0	0	0	57.85	61.27	0	0	0	0	6.651	0.9646	0.6687	0.03536	0.03536	0.3313	0	181.5	125.8	6.651	6.651	62.33	0	2.25	-2.25	0.1778	0.4	0.873	0.6217	0.03536	0.127	0.3783	0.09164	164.2	116.9	6.651	23.89	71.16	17.24	6.587	0	0	0	0	13.05	191.7	0	0	3.575	32.9	0	0	0	0	0	0	169.1	0	2.757	26.02	0.6126	5.087	2.69	7.513	193.2	30.85	1.187	0	14	0	26	1	15	14	0	14	0	0	11	0	1	0	0	0	33.07	0	0	16	28	0	17	0	0	12	0	1.693	11.37	10.25	9.251	8.274	7.696	7.326	6.749	5.009	4.72	5.898	3.473	0.9553	0.6667	0.4296	0.3333	5.68	5.155	2.729	2.549	0	0	4.843	4.374	1.959	1.821	0	0	2.148	1.777	0.8412	0.7376	0	0	0.672	8	0	18.77	0	0	0	0	4.974	0.8174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.768	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	3.789	-4.862	6.229	16	1	3	0	0	0.5	1	4	0	3	188.1	287.6	0	0	17.74	157.8	0	17.74	342	23	82
52251-71-5	-6.89	8.771	2.136	0.03	0.253	1.237	-2.422	-0.6106	0.6645	2.367	-2.31	-0.5016	0.7713	2.499	-2.157	-0.466	0.8172	2.656	0	-0.775	-0.3851	0.08187	2.439	-0.6918	-0.2504	0.1672	2.64	-0.5128	-0.2021	0.196	2.777	11.11	4.704	2.204	7.603	3.128	1.435	1.487	0.6932	-0.6932	0.09083	0.08838	21.33	38.39	0	0	0	0	0	44.25	104.5	0	0	0	0	0	1	0.7136	0	0	0.2864	0	208.5	148.8	0	0	59.72	0	1.493	-1.493	0.1004	0.1004	1	0.5396	0	0	0.4604	0	208.5	112.5	0	0	96	0	7.083	0	0	0	3.186	10.29	177.7	0	33.33	4.555	0	0	0	0	3.186	18.87	0	169.1	0	33.33	0	0.5859	5.17	2.831	7.693	206.3	29.9	0.9968	0	14	0	30	0	16	16	0	16	0	0	14	0	0	0	0	0	37.5	1	0.05556	16	32	0	18	1	0.05556	16	0	1.658	15.3	10.96	10.96	9.403	9.403	7.865	7.865	5.781	5.781	6.884	4.234	0.8708	0.8708	0.4512	0.4512	6.103	6.103	3.177	3.177	0	0	5.076	5.076	2.209	2.209	0	0	2.244	2.244	0.9824	0.9824	0	0	0.6411	9	0	19.82	0	0	0	0	5.316	1.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.197	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.576	-6.13	6.846	16	1	3	1	1	0.4444	0.8	5	0	3	208.5	321.8	0	0	0	198.5	0	0	420	25	86
205-99-2	-8.23	8.734	2.264	0.03	0.279	1.361	-2.229	-0.6102	0.6528	2.31	-1.992	-0.4812	0.7859	2.564	-1.855	-0.4398	0.8478	2.698	0	-0.7505	-0.3975	0.06297	2.6	-0.5431	-0.2446	0.1527	2.833	-0.4008	-0.1905	0.1892	2.963	12.53	4.75	1.756	8.125	3.001	1.089	1.219	0.7461	-0.7461	0.08441	0.08198	0	51.18	0	0	0	0	0	29.92	134.8	0	0	0	0	0	1	0.7629	0	0	0.2371	0	215.9	164.7	0	0	51.18	0	1.8	-1.8	0.08333	0.08333	1	0.6811	0	0	0.3189	0	215.9	147.1	0	0	68.85	0	8.588	0	0	0	0	23.03	211.7	0	0	5.64	0	0	0	0	0	0	0	234.8	0	0	0	0.5294	5.585	2.759	8.39	252.3	30.54	0.9544	0	20	0	32	0	20	20	0	20	0	0	12	0	0	0	0	0	43.2	0	0	22	36	0	24	0	0	14	0	1.517	13.12	13.1	13.1	10.93	10.93	9.933	9.933	6.976	6.976	9.056	5.419	1.094	1.094	0.5788	0.5788	8.626	8.626	4.392	4.392	0	0	7.98	7.98	3.427	3.427	0	0	3.478	3.478	1.548	1.548	0	0	0.6747	8	0	26.4	0	0	0	0	10.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.331	-8.348	8.161	24	0	5	0	2	0.375	0.6	5	0	5	215.9	374	0	0	0	207.4	0	0	676	39	120
205-82-3	-8.0	8.734	2.264	0.03	0.279	1.361	-2.228	-0.653	0.7118	2.312	-1.994	-0.533	0.8457	2.567	-1.859	-0.4907	0.9096	2.7	0	-0.7499	-0.405	0.07807	2.596	-0.5416	-0.2636	0.1771	2.828	-0.3999	-0.2085	0.2183	2.957	12.53	4.75	1.756	8.125	3.001	1.089	1.219	0.7461	-0.7461	0.08363	0.08198	0	51.18	0	0	0	0	0	17.67	147.1	0	0	0	0	0	1	0.7629	0	0	0.2371	0	215.9	164.7	0	0	51.18	0	1.8	-1.8	0.08333	0.08333	1	0.6811	0	0	0.3189	0	215.9	147.1	0	0	68.85	0	8.588	0	0	0	0	23.03	211.7	0	0	5.64	0	0	0	0	0	0	0	234.8	0	0	0	0.5294	5.585	2.768	8.388	252.3	30.54	0.9544	0	20	0	32	0	20	20	0	20	0	0	12	0	0	0	0	0	43.2	0	0	22	36	0	24	0	0	14	0	1.512	13.12	13.1	13.1	10.93	10.93	9.933	9.933	6.976	6.976	9.054	5.419	1.1	1.1	0.5803	0.5803	8.63	8.63	4.393	4.393	0	0	8.007	8.007	3.435	3.435	0	0	3.461	3.461	1.541	1.541	0	0	0.6747	8	0	26.4	0	0	0	0	10.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.294	-8.348	8.161	24	0	5	0	2	0.5	1	4	0	5	215.9	374	0	0	0	207.4	0	0	678	39	120
207-08-9	-8.49	8.734	2.264	0.03	0.279	1.361	-2.226	-0.6712	0.6673	2.309	-1.994	-0.5419	0.8005	2.563	-1.859	-0.4938	0.8639	2.696	0	-0.7505	-0.4144	0.07003	2.582	-0.5406	-0.2676	0.1626	2.812	-0.399	-0.2077	0.2036	2.941	12.53	4.75	1.821	8.125	3.001	1.129	1.219	0.7473	-0.7473	0.08428	0.08185	0	51.18	0	0	0	0	0	42.18	122.5	0	0	0	0	0	1	0.7629	0	0	0.2371	0	215.9	164.7	0	0	51.18	0	1.8	-1.8	0.08333	0.08333	1	0.6811	0	0	0.3189	0	215.9	147.1	0	0	68.85	0	8.588	0	0	0	0	23.03	211.7	0	0	5.64	0	0	0	0	0	0	0	234.8	0	0	0	0.5294	5.585	2.837	8.375	252.3	30.54	0.9544	0	20	0	32	0	20	20	0	20	0	0	12	0	0	0	0	0	43.2	0	0	22	36	0	24	0	0	14	0	1.464	13.12	13.1	13.1	10.93	10.93	9.916	9.916	6.97	6.97	9.131	5.454	1.155	1.155	0.6012	0.6012	8.624	8.624	4.371	4.371	0	0	7.843	7.843	3.351	3.351	0	0	3.483	3.483	1.525	1.525	0	0	0.6747	8	0	26.48	0	0	0	0	10.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.37	-8.348	8.157	24	0	5	0	2	0.375	0.6	5	0	5	215.9	374	0	0	0	207.4	0	0	698	38	120
53-70-3	-8.66	12.65	3.6	0.03	0.377	1.945	-2.267	-0.6679	0.7099	2.219	-2.028	-0.5338	0.837	2.466	-1.888	-0.4817	0.8967	2.61	0	-0.7517	-0.4169	0.08055	2.593	-0.5405	-0.2694	0.1827	2.823	-0.3982	-0.2035	0.2235	2.958	14.35	5.817	2.423	9.317	3.691	1.512	1.563	0.8721	-0.8721	0.07222	0.07014	0	59.72	0	0	0	0	0	42.18	147.1	0	0	0	0	0	1	0.7601	0	0	0.2399	0	249	189.2	0	0	59.72	0	2.1	-2.1	0.07143	0.07143	1	0.6892	0	0	0.3108	0	249	171.6	0	0	77.38	0	9.647	0	0	0	0	20.58	247	0	0	6.299	0	0	0	0	0	0	0	267.6	0	0	0	0.4921	5.7	3.127	8.626	278.4	34.71	0.9641	0	22	0	36	0	22	22	0	22	0	0	14	0	0	0	0	0	48.06	0	0	26	40	0	26	0	0	14	0	1.355	15.3	14.52	14.52	12.08	12.08	10.9	10.9	7.631	7.631	9.891	5.868	1.211	1.211	0.622	0.622	9.213	9.213	4.609	4.609	0	0	8.319	8.319	3.51	3.51	0	0	3.574	3.574	1.531	1.531	0	0	0.6676	11	0	30.79	0	0	0	0	10.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6.864	-8.896	9.116	26	0	5	0	2	0.4545	0.8333	6	0	5	249	416.9	0	0	0	239	0	0	971	41	128
74-88-4	-1.0	2.041	0.677	0.03	0.078	0.4	-2.005	-0.02766	0.0337	1.996	-1.979	0.123	0.4872	2.115	-1.704	0.1057	0.7105	2.474	0	-0.6894	-0.1871	-0.1263	1.159	-0.7465	-0.037	0.2964	1.409	-0.4352	-0.0543	0.4797	1.792	2	0	0	12.97	0	0	0	0.1011	-0.1011	0.3333	0.8809	12.8	0	0	0	0	0	0	19.58	46.99	0	0	0	0	0	1	0.8388	0	0	0.1612	0	79.37	66.57	0	0	12.8	0	0.19	-0.19	1	1	1	0.5921	0	0	0.4079	0	79.37	46.99	0	0	32.38	0	1.994	0	0	0	0	0	0	0	88.58	1.051	0	0	0	0	0	31.8	0	0	0	56.78	0	1	1	0	1	141.9	6.855	1.371	0	0	0	5	0	2	2	0	1	0	0	3	1	0	0	0	0	9.11	0	0	0	4	0	1	0	0	4	0	1	6.87	2	1	3.535	1	1	0	2.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97	0	0	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.442	-1.399	1.991	0	1	0	0	0	0	0	1	0	0	79.37	70.89	0	0	0	77.23	0	0	1	0	2
75-09-2	-0.63	1.856	0.277	0.03	0.057	0.391	-1.966	-0.08019	0.03182	2.039	-1.936	0.2134	0.5911	2.151	-1.704	0.1853	0.505	2.326	0	-0.6367	-0.2392	-0.1272	1.186	-0.7216	0.04697	0.4246	1.436	-0.415	0.0278	0.3475	1.509	3	2	0	8.291	10.64	0	29.41	0.2165	-0.2165	0.4481	0.5	0	21.85	0	0	0	0	0	0	0	59.16	0	0	0	0	1	0.7303	0	0	0.2697	0	81.02	59.16	0	0	21.85	0	0.58	-0.58	1	0.5	0.1053	0.7303	0.7303	0.8947	0.2697	0.1645	8.531	59.16	59.16	72.49	21.85	13.32	1.657	0	0	0	0	0	0	19.5	78.3	1.421	0	0	0	19.5	0	0	0	0	0	78.3	0	0.9911	2	0.9183	2.5	84.93	7.61	1.522	0	0	0	5	0	3	2	0	1	2	0	2	0	0	0	0	0	7.454	0	0	0	4	0	2	0	0	4	0	1.633	3.026	2.707	0.7071	2.975	0.7071	1.414	0	1.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.528	0	0	0	0	0	0.1944	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.304	-0.8266	1.63	0	1	0	0	0	0.5	1	1	1	0	81.02	70.24	0	0	0	59.16	20.43	0	4	0	6
74-97-5	-0.89	2.284	0.45	0.03	0.046	0.47	-1.973	-0.06985	0.03094	2.031	-1.924	0.2224	0.6563	2.184	-1.677	0.1993	0.6407	2.382	0	-0.6449	-0.229	-0.1284	1.181	-0.7173	0.05439	0.4853	1.485	-0.4076	0.04137	0.4772	1.595	3	2	0	11.08	16.17	0	59.72	0.1878	-0.1878	0.4155	0.6029	0	19.59	0	0	0	0	0	0	43.62	29.58	0	0	0	0	1	0.7889	0	0	0.2111	0	92.79	73.21	0	0	19.59	0	0.52	-0.52	1	0.5577	0.09193	0.7889	0.7889	0.9081	0.2111	0.1191	8.531	73.21	73.21	84.26	19.59	11.06	1.965	0	0	0	0	0	0	19.05	85.1	1.578	0	0	0	19.05	0	0	0	0	0	85.1	0	0.9911	2	0.9183	2.5	129.4	9.61	1.922	0	0	0	5	0	3	2	1	1	1	0	2	0	0	0	0	0	8.324	0	0	0	4	0	2	0	0	4	0	1.633	3.896	2.707	0.7071	3.805	0.7071	1.414	0	2.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.554	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.911	0	4.915	0	0	0	0	0	0.5347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.51	-1.155	1.9	0	1	0	0	0	0.5	1	1	1	0	92.79	83.27	0	0	0	73.21	18.16	0	4	0	6
67-66-3	-1.17	2.525	0.389	0.099	0.068	0.509	-1.937	-0.08703	-0.003106	2.072	-1.875	0.4018	0.6895	2.225	-1.644	0.3458	0.5853	2.382	0	-0.595	-0.247	-0.1615	1.208	-0.6872	0.2352	0.5295	1.526	-0.3739	0.1945	0.4253	1.579	4	1.333	0	11.38	5.504	0	15.65	0.2611	-0.2611	0.6914	0.3333	0	4.265	0	5.589	0	0	0	0	88.75	0	0	0	0	0	1	0.9001	0	0	0.09994	0	98.6	88.75	0	0	9.854	0	0.342	-0.342	0.652	0.3333	0.9433	0.9001	0	0.05668	0.09994	0.05668	93.01	88.75	0	5.589	9.854	5.589	2.135	0	0	0	5.356	0	0	0	117.4	1.986	0	0	5.356	0	0	0	0	0	0	117.4	0	0.9544	2.585	1	3.503	119.4	6.855	1.371	0	0	0	5	0	4	3	0	1	3	0	1	0	0	0	0	0	8.967	0	0	0	4	0	3	0	0	4	0	2.324	2.353	3.577	0.5774	3.979	0.5774	1.732	0	1.964	0	0	0	0.5774	0	0.8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.385	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.42	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	0	0	1	0	1.738	-1.323	2.017	0	1	0	0	0	0.5	1	1	0	0	98.6	86.19	0	0	0	88.75	9.142	0	9	0	12
