__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_acid	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nB	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sNH3	moe2D_kS_sOH	moe2D_kS_sPH2	moe2D_kS_sSH	moe2D_kS_sSiH3	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssNH2	moe2D_kS_ssO	moe2D_kS_ssPH	moe2D_kS_ssS	moe2D_kS_ssSiH2	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_sssNH	moe2D_kS_sssP	moe2D_kS_sssSiH	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_ssssSi	moe2D_kS_sssssP	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_nmol	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_acid	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
55	5.96	16.87	3.417	0.996	1.807	2.917	-2.747	-0.5995	0.6588	2.729	-2.841	-0.5039	0.7214	2.711	-2.492	-0.4559	0.8106	2.982	0	-0.8495	-0.4094	0.07129	2.883	-1.37	-0.4138	0.1525	2.879	-0.5221	-0.2204	0.182	3.151	28.99	12.9	7.568	22.95	10.14	5.917	6.462	3.175	-3.175	0.08902	0.1208	102.1	70.94	11.19	25.86	23.27	18.89	0	57.24	85.78	0	2.53	32.02	39.33	14.42	0.7355	0.4783	0.1773	0.2645	0.5217	0.08719	355.7	231.3	85.77	127.9	252.3	42.17	8.166	-8.166	0.1772	0.1119	0.5625	0.4745	0.1826	0.4375	0.5255	0.2549	272	229.5	88.3	211.6	254.1	123.3	13.62	95.9	3.124	79.42	10.35	38.04	250.7	52.21	6.641	2.337	49.3	66.63	58.35	62.26	10.78	20.42	0	230.9	37.74	0	153.6	0.3282	6.285	3.645	10.09	508.6	107.6	1.681	6	0	16	0	64	5	36	23	0	0	26	0	0	28	0	4	5	0	1	75.74	9	0.2308	17	67	3	39	9	0.2308	47	0	1.464	40.98	25.87	17.09	20.37	15.04	17.14	11.05	13.08	8.542	8.573	5.721	3.258	0.8708	1.233	0.5122	13.02	6.145	6.754	3.411	0.2041	0	10.22	4.64	4.776	2.132	0.02552	0	6.804	1.633	2.343	0.7653	2	0	0.7795	14	0	18.83	0	0	0	0	1.635	1.104	0	0	7.68	51.84	0	0	0	-4.092	0	0	-1.606	0	0	0	0	0	0	0	5.598	0	9.434	0	0	0	1.376	2.561	0	0	0	0	0	-1.863	1.421	0	0	0	0	0	0	0	0	0	0	9	5	1	1	2.987	-5.754	13.76	1	24	0	4	9	2	0.5	1	7	0	4	483.6	652.5	45.58	0	0	25.82	283.8	48.95	116.3	4008	59	190
56	5.92	12.88	1.974	0.315	2.498	1.723	-2.786	-0.4434	0.5121	2.726	-2.83	-0.4054	0.5245	2.763	-2.522	-0.2536	0.6498	2.986	0	-0.8499	-0.3619	0.02964	2.828	-1.37	-0.2917	0.05233	2.823	-0.5298	-0.1998	0.1387	3.07	24.27	10.86	8.346	19.28	8.545	6.526	5.883	2.667	-2.667	0.1356	0.1438	135.4	21.33	14.34	34.48	12.95	0	19.2	88.11	55.51	0	0	13.57	28.27	6.788	0.8121	0.4472	0.1131	0.1879	0.5528	0.07478	349.2	192.2	48.62	80.77	237.7	32.15	5.404	-5.404	0.1443	0.1573	0.6372	0.2322	0.1131	0.3628	0.7678	0.2497	274	99.85	48.62	156	330.1	107.3	10.93	58.72	3.124	54.09	10.35	32.9	127.2	51.78	133.3	2.665	50.91	18.03	38.84	36.88	10.78	18.87	0	102.2	37.74	157.2	108.5	0.3806	5.858	3.427	9.356	388.5	89.42	1.49	3	0	6	0	60	3	28	18	0	0	21	0	0	32	0	4	3	0	0	65.1	6	0.2069	6	61	3	29	9	0.3103	52	0	2.023	40.79	20.9	14.91	17.25	14	13.05	8.01	9.766	7.016	6.447	5.291	3.368	1.159	1.983	0.9899	8.616	3.278	4.762	2.25	0.3536	0	6.948	1.883	3.201	0.9605	0.2041	0	4.229	1.002	1.813	0.693	1	0	0.7049	12	0	7.18	0	0	0	0	0	1.417	0	0	7.603	25.43	0	0	0	0	0	0	-0.7502	0	0	0	7.537	0	0	0	5.572	0	0	0	0	0	3.626	2.742	0	5.348	0	0	0	-0.1259	1.816	0	0	0	-0.646	0	0	0	0	0	0	7	4	1	0	3.116	-4.44	10.93	1	13	1	2	8	0	0.5	1	6	0	2	429.9	551.1	27.13	0	0	23.43	282.2	45.84	68.3	2105	39	140
57	5.74	22.06	3.449	0.776	2.386	3.167	-2.755	-0.5046	0.5634	2.732	-2.849	-0.4457	0.5957	2.714	-2.496	-0.3703	0.7029	2.99	0	-0.8511	-0.3804	0.0474	3.159	-1.37	-0.3124	0.08223	3.19	-0.5228	-0.2058	0.158	3.415	40.77	18.66	11.25	33.31	15.18	9.124	10.54	3.761	-3.761	0.07679	0.102	192.6	71.63	11.19	34.48	25.9	4.185	0	69.49	210.5	0	2.53	32.02	39.33	6.788	0.8456	0.5147	0.1115	0.1544	0.4853	0.04293	592.5	360.7	78.14	108.2	340	30.08	8.821	-8.821	0.164	0.1036	0.6951	0.3292	0.1151	0.3049	0.6708	0.1898	487	230.7	80.66	213.7	470	133	19.18	95.9	3.124	72.05	36.33	32.9	269.1	49.72	206.6	6.052	67.31	64.14	58.35	36.88	23.52	20.42	13.23	225.7	37.74	218.4	145.4	0.2615	6.672	3.995	10.92	673.9	148	1.495	5	0	18	0	99	4	48	35	0	0	38	0	0	51	0	5	4	0	1	112.5	14	0.2745	18	102	3	51	15	0.2941	81	0	1.537	66.79	35.17	26.68	29.86	24.48	22.67	16.25	18.4	13.48	13.65	10.22	4.422	2.18	2.294	1.592	16.62	8.892	9.436	5.504	0.2041	0	13.22	5.992	6.74	3.136	0.02552	0	8.895	3.713	4.07	2.267	2	0	0.7113	19	0	20.57	0	0	0	0	0	4.874	0	0	7.895	56.6	0	0	0	-4.196	0	0	-0.631	0	0	0	12.11	0	0	0	5.755	0	0	0	0	0	2.33	5.829	0	0	0	0	0	-1.496	1.618	0	0	0	0	0	0	0	0	0	0	9	5	0	2	6.637	-9.707	19.37	1	25	0	4	14	4	0.4737	0.9	10	0	4	700.7	947.5	59.15	0	0	31.5	491.6	47.2	108.4	8755	80	248
58	5.68	19.53	3.764	0.408	1.824	3.078	-2.776	-0.5752	0.6366	2.753	-2.838	-0.5005	0.7124	2.838	-2.531	-0.4372	0.7826	2.999	0	-0.8515	-0.4051	0.06788	2.983	-1.37	-0.3466	0.1487	2.991	-0.53	-0.2197	0.175	3.237	33.37	15.53	9.058	27.35	12.66	7.361	8.246	3.337	-3.337	0.0847	0.1149	144.8	80.11	11.19	25.86	12.95	18.89	0	74.64	111.9	0	2.53	32.02	39.33	9.155	0.8006	0.4785	0.1429	0.1994	0.5215	0.05652	451	269.6	80.5	112.3	293.8	31.84	7.946	-7.946	0.1821	0.115	0.6434	0.398	0.1474	0.3566	0.602	0.2092	362.5	224.2	83.03	200.9	339.1	117.9	16.15	106.9	3.124	54.04	16.82	38.04	345	52.21	6.641	4.128	49.3	66.63	75.82	36.88	10.78	20.42	0	230.9	132.1	0	142.6	0.2955	6.524	3.999	10.51	590.7	126.7	1.584	5	0	16	0	80	3	42	29	0	0	32	0	0	38	0	4	5	0	1	92.97	10	0.2174	17	84	3	46	11	0.2391	64	0	1.209	53.83	29.69	21.2	24.44	19.15	20.19	13.87	16.12	11.36	10.43	7.583	3.365	0.8708	1.346	0.5122	15.37	7.628	8.647	4.872	0.2041	0	12.26	5.421	6.176	2.929	0.02552	0	7.203	1.751	2.636	0.8674	1	0	0.7503	19	0	19.25	0	0	0	0	1.689	1.238	0	0	7.77	53.79	0	0	0	-4.06	0	0	-0.6584	0	0	0	0	0	0	0	5.669	0	0	0	0	0	6.863	2.661	0	5.767	0	0	0	-1.365	1.632	0	0	0	0	0	0	0	0	0	0	9	4	1	1	5.23	-7.638	16.4	1	30	0	5	12	4	0.4737	0.9	10	0	5	563.4	787.3	59.15	0	0	25.82	371.3	51.46	102.7	6546	68	222
59	5.64	17.52	3.582	0.621	2.356	3.17	-2.754	-0.5752	0.6366	2.729	-2.856	-0.5201	0.7019	2.732	-2.494	-0.4372	0.7826	2.988	0	-0.8448	-0.4051	0.06788	2.926	-1.37	-0.3949	0.1486	2.915	-0.5246	-0.2196	0.175	3.194	29.97	13.57	7.6	23.52	10.58	5.891	6.722	3.232	-3.232	0.08745	0.1187	120.7	75.2	14.34	34.48	25.9	4.185	0	65.94	85.78	0	2.53	32.02	39.33	6.788	0.7866	0.4582	0.1541	0.2134	0.5418	0.05931	399	232.4	78.14	108.2	274.8	30.08	8.247	-8.246	0.1755	0.1108	0.5787	0.4374	0.159	0.4213	0.5626	0.2622	293.5	221.9	80.66	213.7	285.3	133	14.26	95.9	3.124	67.64	14.34	38.04	269.5	31.29	39.54	2.141	67.31	64.14	62.33	18.44	6.371	53.32	0	230.9	56.61	0	145.4	0.3212	6.322	3.625	10.18	521.6	112.4	1.653	5	0	16	0	68	4	37	24	0	0	27	0	0	31	0	5	4	0	1	79.8	9	0.225	17	71	3	40	10	0.25	51	0	1.503	44.92	26.58	18.09	21.42	16.04	17.69	11.14	13.64	8.634	8.402	5.582	3.099	0.7041	1.165	0.3679	13.5	6.191	7.007	3.457	0.2041	0	10.69	4.64	5.012	2.132	0.02552	0	6.811	1.515	2.367	0.6632	2	0	0.7619	14	0	19.03	0	0	0	0	1.662	1.158	0	0	7.723	53.35	0	0	0	-4.089	0	0	-0.8696	0	0	0	1.521	0	0	0	5.632	0	0	0	0	0	2.428	5.221	0	0	0	0	0	-1.827	1.477	0	0	0	0	0	0	0	0	0	0	9	5	1	1	3.227	-6.376	14.39	1	24	0	4	9	2	0.5	1	7	0	4	507.2	684.7	59.15	0	0	31.5	317.7	47.2	108.4	4224	62	194
60	5.54	16.3	3.446	0.907	1.807	2.85	-2.581	-0.5995	0.6588	2.732	-2.785	-0.5158	0.7201	2.689	-2.297	-0.4559	0.8106	2.987	0	-0.8448	-0.4094	0.0713	2.85	-1.37	-0.4203	0.1525	2.843	-0.5247	-0.2299	0.182	3.122	28.02	12.24	6.907	22.02	9.546	5.357	6.005	3.143	-3.143	0.08995	0.1221	76.15	75.2	14.34	25.86	23.27	18.89	0	57.24	85.78	0	2.53	32.02	39.33	14.42	0.7249	0.4974	0.1844	0.2751	0.5026	0.09067	337.1	231.3	85.77	127.9	233.7	42.17	8.166	-8.166	0.1772	0.1119	0.5666	0.4935	0.1899	0.4334	0.5065	0.2435	263.5	229.5	88.3	201.5	235.5	113.2	13.16	95.9	3.124	75.01	14.34	38.04	250.7	33.77	6.641	2.089	49.3	66.63	62.33	43.82	6.371	20.42	0	230.9	37.74	0	153.7	0.3355	6.248	3.598	10.01	494.6	103.9	1.703	6	0	16	0	61	5	35	22	0	0	25	0	0	26	0	4	5	0	1	72.65	9	0.2368	17	64	3	38	9	0.2368	44	0	1.478	38.8	25.16	16.38	19.66	14.33	16.65	10.64	12.62	8.134	8.048	5.228	3.197	0.7041	1.159	0.3679	12.74	5.941	6.493	3.207	0.2041	0	9.866	4.496	4.299	1.988	0.02552	0	6.74	1.515	2.296	0.6632	2	0	0.7875	14	0	18.65	0	0	0	0	1.611	1.029	0	0	7.657	51.82	0	0	0	-4.122	0	0	-1.88	0	0	0	0	0	0	0	5.579	0	9.543	0	0	0	1.033	2.511	0	0	0	0	0	-2.243	1.227	0	0	0	0	0	0	0	0	0	0	9	5	1	0	3.163	-5.998	13.29	1	23	0	4	8	2	0.5	1	7	0	4	465	628.1	45.58	0	0	25.82	268	48.95	116.3	3664	57	186
61	5.51	20.6	4.206	0.776	2.404	3.698	-2.755	-0.616	0.6717	2.732	-2.843	-0.5151	0.7313	2.709	-2.496	-0.4706	0.823	2.988	0	-0.8524	-0.4008	0.074	2.944	-1.37	-0.3717	0.1543	2.945	-0.5215	-0.2152	0.1857	3.211	34.34	16.21	9.524	26.3	12.33	7.211	7.542	3.507	-3.507	0.0806	0.1094	115.3	100.8	11.19	34.48	25.9	4.185	0	59.45	147.1	0	2.53	32.02	39.33	6.788	0.8131	0.4959	0.1349	0.1869	0.5041	0.05195	470.8	287.2	78.14	108.2	291.9	30.08	9.14	-9.14	0.1583	0.09997	0.631	0.4928	0.1393	0.369	0.5072	0.2297	365.4	285.3	80.66	213.7	293.7	133	16.7	95.9	3.124	72.05	13.54	38.04	357.3	49.72	6.641	3.835	67.31	64.14	58.35	36.88	13.97	20.42	0	319.1	37.74	18.44	145.4	0.2899	6.555	4.073	10.57	597.7	124.7	1.598	5	0	22	0	78	4	43	30	0	0	33	0	0	35	0	5	4	0	1	93.03	11	0.234	23	82	3	47	12	0.2553	56	0	1.187	49.29	30.4	21.91	24.52	19.13	20.69	14.27	15.73	10.81	11.01	7.142	3.365	1.075	1.357	0.63	15.7	8.037	8.159	4.398	0.2041	0	12.32	5.709	5.689	2.508	0.02552	0	7.26	2.04	2.648	1.003	1	0	0.7475	20	0	28.88	0	0	0	0	1.681	2.236	0	0	7.773	53.84	0	0	0	-4.068	0	0	-0.5274	0	0	0	0	0	0	0	5.669	0	0	0	0	0	2.154	5.641	0	0	0	0	0	-1.324	1.628	0	0	0	0	0	0	0	0	0	0	9	5	1	1	4.397	-7.699	16.9	1	30	0	5	11	4	0.5	1	10	0	5	579	799.7	59.15	0	0	31.5	385.4	47.2	108.4	7128	69	226
62	5.51	13.77	2.614	0.776	1.658	2.308	-2.685	-0.5489	0.5851	2.668	-2.787	-0.4729	0.5853	2.71	-2.441	-0.3915	0.7317	2.918	0	-0.8452	-0.3898	0.04221	2.793	-1.37	-0.3808	0.1136	2.822	-0.5238	-0.1969	0.1688	3.058	25.62	10.51	6.757	20.88	8.501	5.438	5.726	2.706	-2.706	0.1044	0.1417	128.3	50.08	11.19	34.48	12.95	4.185	0	92.53	36.76	0	2.53	32.02	25.76	9.292	0.8087	0.4519	0.1524	0.1913	0.5481	0.03893	355.9	198.9	67.07	84.21	241.2	17.13	6.922	-6.922	0.209	0.132	0.6061	0.3726	0.1582	0.3939	0.6274	0.2357	266.8	164	69.6	173.3	276.1	103.7	11.88	72.03	11	67.64	18.78	32.9	180.1	7.587	106.2	1.71	78.31	55.76	34.48	0	9.557	72.18	0	155.2	18.87	71.9	134.4	0.361	6.044	3.684	9.62	444.6	98.36	1.667	5	0	12	0	59	4	31	20	0	0	22	0	0	28	0	4	4	0	1	67.9	7	0.2121	12	61	2	33	8	0.2424	47	0	1.61	40.62	22.81	15.19	18.68	13.74	14.5	8.844	11.48	7.067	7.107	5.13	3.842	0.891	1.771	0.6568	10.89	4.648	5.63	2.865	0.4541	0	8.32	3.327	3.833	1.732	0.1699	0	6.417	1.176	2.407	0.7169	1	0	0.7667	15	0	11.58	0	0	0	0	0	2.784	0	0	7.569	38.53	0	0	0	-3.957	0	0	-0.5572	0	0	0	5.446	0	0	0	5.532	0	0	0	0	0	1.606	5.018	0	5.926	0	0	0	-1.025	0	0	0	0	-0.2873	0	0	0	0	0	0	8	5	1	0	2.759	-4.768	12.01	1	18	1	3	7	0	0.4667	0.875	8	0	3	440.1	579.8	48.09	0	0	31.5	276.8	34.25	97.33	2814	50	164
63	5.24	13.44	3.134	0.776	1.358	2.442	-2.561	-0.6149	0.6383	2.569	-2.787	-0.5387	0.7132	2.464	-2.274	-0.4635	0.7855	2.875	0	-0.8452	-0.4008	0.07757	2.671	-1.37	-0.4101	0.1502	2.696	-0.4981	-0.2079	0.1891	2.964	23.66	10.54	6.257	17.89	7.887	4.644	4.865	2.525	-2.525	0.112	0.1519	73.4	70.94	11.19	34.48	12.95	4.185	0	39.84	85.78	0	2.53	32.02	25.76	6.788	0.7957	0.482	0.1615	0.2043	0.518	0.04285	318.2	192.7	64.57	81.7	207.1	17.13	7.016	-7.016	0.2062	0.1302	0.5728	0.5209	0.1678	0.4272	0.4791	0.2594	229	208.3	67.1	170.8	191.6	103.7	11.33	72.03	0	67.64	10.35	38.04	212.9	7.587	39.54	1.759	67.31	55.76	34.48	0	6.371	53.32	0	230.9	0	0	125.1	0.3797	5.954	3.57	9.436	410.5	86.19	1.69	4	0	16	0	51	4	29	19	0	0	21	0	0	22	0	4	3	0	1	61.34	7	0.2258	17	53	2	31	8	0.2581	34	0	1.61	32.14	21.02	14.1	16.66	12.14	13.8	8.899	10.44	6.437	7.17	4.382	2.635	0.7041	0.9301	0.3679	10.28	5.57	4.937	2.859	0.2041	0	7.856	4.378	3.361	1.886	0.02552	0	5.355	1.515	1.722	0.6632	1	0	0.7703	14	0	19.09	0	0	0	0	1.719	1.283	0	0	7.545	38.21	0	0	0	-3.93	0	0	-0.5531	0	0	0	1.45	0	0	0	5.515	0	0	0	0	0	0.1187	4.991	0	0	0	0	0	-1.015	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	2.808	-5.556	11.39	1	18	1	3	6	0	0.5	1	7	0	3	399.9	532.9	45.58	0	0	31.5	243.3	34.25	94.83	2316	46	150
64	5.21	14.26	3.119	0.776	1.376	2.403	-2.613	-0.5539	0.6157	2.592	-2.808	-0.5155	0.6983	2.511	-2.336	-0.4322	0.7548	2.89	0	-0.8449	-0.3833	0.07547	2.739	-1.37	-0.3794	0.145	2.755	-0.5204	-0.2045	0.1681	3.024	25.62	11.42	7.239	19.75	8.723	5.491	5.557	2.61	-2.61	0.1083	0.147	66.1	75.2	11.19	34.48	12.95	4.185	0	77.33	85.78	0	2.53	32.02	25.76	6.788	0.8119	0.5301	0.1487	0.1881	0.4699	0.03945	352.6	230.2	64.57	81.7	204.1	17.13	7.016	-7.016	0.2062	0.1302	0.653	0.4796	0.1545	0.347	0.5204	0.1926	283.6	208.3	67.1	150.7	226	83.63	12.25	72.03	0	67.64	14.34	38.04	212.9	7.587	73.29	2.538	67.31	55.76	38.47	0	6.371	20.42	0	230.9	0	66.65	125.1	0.361	6.044	3.582	9.643	438.6	93.47	1.64	4	0	16	0	57	4	31	21	0	0	23	0	0	26	0	4	3	0	1	67.52	8	0.2424	17	59	2	33	9	0.2727	40	0	1.651	36.52	22.6	15.68	18.24	13.71	14.65	10.05	11.39	7.592	7.748	4.959	3.043	0.7041	1.219	0.3679	10.48	5.57	5.121	2.859	0.2041	0	8.459	4.378	3.572	1.886	0.02552	0	5.491	1.515	1.841	0.6632	1	0	0.7538	14	0	19.19	0	0	0	0	1.722	1.293	0	0	7.601	38.99	0	0	0	-3.956	0	0	-0.5191	0	0	0	3.617	0	0	0	5.555	0	0	0	0	0	0.1175	5.323	0	0	0	0	0	-1.176	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	3.611	-6.21	12.3	1	18	1	3	7	0	0.5	1	7	0	3	434.3	581.8	45.58	0	0	31.5	274.9	34.25	94.83	2744	48	160
65	5.14	18.33	2.66	0.996	1.789	2.386	-2.748	-0.4606	0.5042	2.73	-2.841	-0.4232	0.5008	2.713	-2.492	-0.3042	0.6546	2.984	0	-0.8495	-0.3757	0.0303	3.114	-1.37	-0.3294	0.05123	3.149	-0.5224	-0.2007	0.1425	3.369	35.48	15.33	9.255	30.15	12.97	7.807	9.538	3.405	-3.405	0.08482	0.1126	179.5	41.77	11.19	25.86	23.27	18.89	0	67.29	149.3	0	2.53	32.02	39.33	14.42	0.7886	0.5036	0.1417	0.2114	0.4964	0.06967	477.3	304.8	85.77	127.9	300.4	42.17	7.847	-7.847	0.1844	0.1164	0.6504	0.2889	0.1459	0.3496	0.7111	0.2037	393.7	174.8	88.3	211.6	430.4	123.3	16.09	95.9	3.124	79.42	33.14	32.9	162.5	52.21	206.6	4.554	49.3	66.63	58.35	62.26	20.34	20.42	13.23	137.5	37.74	200	153.6	0.2913	6.426	3.652	10.48	584.8	131.4	1.546	6	0	12	0	85	5	41	28	0	0	31	0	0	44	0	4	5	0	1	95.21	12	0.2791	12	87	3	43	12	0.2791	72	0	1.907	58.47	30.65	21.86	25.72	20.39	19.12	13.03	15.75	11.21	11.15	8.736	4.315	1.976	2.169	1.474	14.01	7.167	8.105	4.661	0.2041	0	11.09	4.804	5.798	2.658	0.02552	0	8.482	3.424	3.817	2.131	2	0	0.7307	14	0	10.71	0	0	0	0	0	3.743	0	0	7.788	54.15	0	0	0	-4.194	0	0	-1.574	0	0	0	11.97	0	0	0	5.676	0	9.574	0	0	0	1.385	2.736	0	0	0	0	0	-1.844	1.457	0	0	0	0	0	0	0	0	0	0	9	5	1	1	5.227	-7.763	16.24	1	19	0	3	12	4	0.5	1	7	0	3	605.3	800.3	45.58	0	0	25.82	390.1	48.95	116.3	5382	70	212
